target,target_week,target_year,location,type,quantile,value
1 wk ahead,12,2022,BW,point,NA,28556
1 wk ahead,12,2022,BW,quantile,0.025,24590
1 wk ahead,12,2022,BW,quantile,0.25,27374
1 wk ahead,12,2022,BW,quantile,0.5,28556
1 wk ahead,12,2022,BW,quantile,0.75,30097
1 wk ahead,12,2022,BW,quantile,0.975,32547
2 wk ahead,13,2022,BW,point,NA,25152
2 wk ahead,13,2022,BW,quantile,0.025,17321
2 wk ahead,13,2022,BW,quantile,0.25,22940
2 wk ahead,13,2022,BW,quantile,0.5,25152
2 wk ahead,13,2022,BW,quantile,0.75,28143
2 wk ahead,13,2022,BW,quantile,0.975,33249
,,,,,,
1 wk ahead,12,2022,BY,point,NA,62951
1 wk ahead,12,2022,BY,quantile,0.025,59266
1 wk ahead,12,2022,BY,quantile,0.25,61819
1 wk ahead,12,2022,BY,quantile,0.5,62951
1 wk ahead,12,2022,BY,quantile,0.75,65001
1 wk ahead,12,2022,BY,quantile,0.975,68480
2 wk ahead,13,2022,BY,point,NA,59507
2 wk ahead,13,2022,BY,quantile,0.025,36081
2 wk ahead,13,2022,BY,quantile,0.25,53173
2 wk ahead,13,2022,BY,quantile,0.5,59507
2 wk ahead,13,2022,BY,quantile,0.75,67605
2 wk ahead,13,2022,BY,quantile,0.975,81661
,,,,,,
1 wk ahead,12,2022,BE,point,NA,-
1 wk ahead,12,2022,BE,quantile,0.025,-
1 wk ahead,12,2022,BE,quantile,0.25,-
1 wk ahead,12,2022,BE,quantile,0.5,-
1 wk ahead,12,2022,BE,quantile,0.75,-
1 wk ahead,12,2022,BE,quantile,0.975,-
2 wk ahead,13,2022,BE,point,NA,-
2 wk ahead,13,2022,BE,quantile,0.025,-
2 wk ahead,13,2022,BE,quantile,0.25,-
2 wk ahead,13,2022,BE,quantile,0.5,-
2 wk ahead,13,2022,BE,quantile,0.75,-
2 wk ahead,13,2022,BE,quantile,0.975,-
,,,,,,
1 wk ahead,12,2022,BB,point,NA,8960
1 wk ahead,12,2022,BB,quantile,0.025,7501
1 wk ahead,12,2022,BB,quantile,0.25,8339
1 wk ahead,12,2022,BB,quantile,0.5,8960
1 wk ahead,12,2022,BB,quantile,0.75,9812
1 wk ahead,12,2022,BB,quantile,0.975,10995
2 wk ahead,13,2022,BB,point,NA,8301
2 wk ahead,13,2022,BB,quantile,0.025,2723
2 wk ahead,13,2022,BB,quantile,0.25,6655
