target,target_week,location,type,quantile,value
2 wk ahead,28,SH,quantile,0.5,-
2 wk ahead,28,SH,quantile,0.75,-
2 wk ahead,28,SH,quantile,0.975,-

1 wk ahead,27,TH,point,NA,10
1 wk ahead,27,TH,quantile,0.025,0
1 wk ahead,27,TH,quantile,0.25,0
1 wk ahead,27,TH,quantile,0.5,10
1 wk ahead,27,TH,quantile,0.75,22
1 wk ahead,27,TH,quantile,0.975,63
2 wk ahead,28,TH,point,NA,8
2 wk ahead,28,TH,quantile,0.025,0
2 wk ahead,28,TH,quantile,0.25,5
2 wk ahead,28,TH,quantile,0.5,8
2 wk ahead,28,TH,quantile,0.75,30
2 wk ahead,28,TH,quantile,0.975,72
