target,target_week,location,type,quantile,value
1 wk ahead,43,HH,quantile,0.025,10
1 wk ahead,43,HH,quantile,0.25,15
1 wk ahead,43,HH,quantile,0.5,19
1 wk ahead,43,HH,quantile,0.75,22
1 wk ahead,43,HH,quantile,0.975,27
2 wk ahead,44,HH,point,NA,25
2 wk ahead,44,HH,quantile,0.025,12
2 wk ahead,44,HH,quantile,0.25,18
2 wk ahead,44,HH,quantile,0.5,25
2 wk ahead,44,HH,quantile,0.75,31
2 wk ahead,44,HH,quantile,0.975,39

1 wk ahead,43,HE,point,NA,4
1 wk ahead,43,HE,quantile,0.025,0
1 wk ahead,43,HE,quantile,0.25,0
1 wk ahead,43,HE,quantile,0.5,4
1 wk ahead,43,HE,quantile,0.75,9
1 wk ahead,43,HE,quantile,0.975,17
2 wk ahead,44,HE,point,NA,5
2 wk ahead,44,HE,quantile,0.025,0
2 wk ahead,44,HE,quantile,0.25,0
2 wk ahead,44,HE,quantile,0.5,5
2 wk ahead,44,HE,quantile,0.75,18
2 wk ahead,44,HE,quantile,0.975,25

1 wk ahead,43,MV,point,NA,17
1 wk ahead,43,MV,quantile,0.025,10
1 wk ahead,43,MV,quantile,0.25,14
1 wk ahead,43,MV,quantile,0.5,17
1 wk ahead,43,MV,quantile,0.75,20
1 wk ahead,43,MV,quantile,0.975,26
2 wk ahead,44,MV,point,NA,19
2 wk ahead,44,MV,quantile,0.025,2
2 wk ahead,44,MV,quantile,0.25,8
2 wk ahead,44,MV,quantile,0.5,19
2 wk ahead,44,MV,quantile,0.75,31
2 wk ahead,44,MV,quantile,0.975,38

1 wk ahead,43,NI,point,NA,-
1 wk ahead,43,NI,quantile,0.025,-
1 wk ahead,43,NI,quantile,0.25,-
1 wk ahead,43,NI,quantile,0.5,-
1 wk ahead,43,NI,quantile,0.75,-
1 wk ahead,43,NI,quantile,0.975,-
2 wk ahead,44,NI,point,NA,49
2 wk ahead,44,NI,quantile,0.025,17
2 wk ahead,44,NI,quantile,0.25,33
2 wk ahead,44,NI,quantile,0.5,49
2 wk ahead,44,NI,quantile,0.75,71
2 wk ahead,44,NI,quantile,0.975,90

1 wk ahead,43,NW,point,NA,128
1 wk ahead,43,NW,quantile,0.025,89
1 wk ahead,43,NW,quantile,0.25,102
1 wk ahead,43,NW,quantile,0.5,128
1 wk ahead,43,NW,quantile,0.75,152
1 wk ahead,43,NW,quantile,0.975,199
2 wk ahead,44,NW,point,NA,133
2 wk ahead,44,NW,quantile,0.025,43
2 wk ahead,44,NW,quantile,0.25,80
2 wk ahead,44,NW,quantile,0.5,133
2 wk ahead,44,NW,quantile,0.75,191
2 wk ahead,44,NW,quantile,0.975,308

1 wk ahead,43,RP,point,NA,64
1 wk ahead,43,RP,quantile,0.025,41
1 wk ahead,43,RP,quantile,0.25,51
1 wk ahead,43,RP,quantile,0.5,64
1 wk ahead,43,RP,quantile,0.75,77
1 wk ahead,43,RP,quantile,0.975,93
2 wk ahead,44,RP,point,NA,66
2 wk ahead,44,RP,quantile,0.025,28
2 wk ahead,44,RP,quantile,0.25,38
2 wk ahead,44,RP,quantile,0.5,66
2 wk ahead,44,RP,quantile,0.75,90
2 wk ahead,44,RP,quantile,0.975,111

1 wk ahead,43,SL,point,NA,-
1 wk ahead,43,SL,quantile,0.025,-
1 wk ahead,43,SL,quantile,0.25,-
1 wk ahead,43,SL,quantile,0.5,-
1 wk ahead,43,SL,quantile,0.75,-
1 wk ahead,43,SL,quantile,0.975,-
2 wk ahead,44,SL,point,NA,15
2 wk ahead,44,SL,quantile,0.025,1
2 wk ahead,44,SL,quantile,0.25,8
2 wk ahead,44,SL,quantile,0.5,15
2 wk ahead,44,SL,quantile,0.75,21
2 wk ahead,44,SL,quantile,0.975,28

1 wk ahead,43,SN,point,NA,-
1 wk ahead,43,SN,quantile,0.025,-
1 wk ahead,43,SN,quantile,0.25,-
1 wk ahead,43,SN,quantile,0.5,-
1 wk ahead,43,SN,quantile,0.75,-
1 wk ahead,43,SN,quantile,0.975,-
2 wk ahead,44,SN,point,NA,86
2 wk ahead,44,SN,quantile,0.025,46
2 wk ahead,44,SN,quantile,0.25,60
2 wk ahead,44,SN,quantile,0.5,86
2 wk ahead,44,SN,quantile,0.75,108
2 wk ahead,44,SN,quantile,0.975,125

1 wk ahead,43,ST,point,NA,-
1 wk ahead,43,ST,quantile,0.025,-
1 wk ahead,43,ST,quantile,0.25,-
1 wk ahead,43,ST,quantile,0.5,-
1 wk ahead,43,ST,quantile,0.75,-
1 wk ahead,43,ST,quantile,0.975,-
2 wk ahead,44,ST,point,NA,50
2 wk ahead,44,ST,quantile,0.025,18
2 wk ahead,44,ST,quantile,0.25,36
2 wk ahead,44,ST,quantile,0.5,50
2 wk ahead,44,ST,quantile,0.75,61
2 wk ahead,44,ST,quantile,0.975,89

1 wk ahead,43,SH,point,NA,25
1 wk ahead,43,SH,quantile,0.025,18
1 wk ahead,43,SH,quantile,0.25,21
1 wk ahead,43,SH,quantile,0.5,25
1 wk ahead,43,SH,quantile,0.75,28
1 wk ahead,43,SH,quantile,0.975,33
2 wk ahead,44,SH,point,NA,33
2 wk ahead,44,SH,quantile,0.025,15
2 wk ahead,44,SH,quantile,0.25,24
2 wk ahead,44,SH,quantile,0.5,33
2 wk ahead,44,SH,quantile,0.75,40
2 wk ahead,44,SH,quantile,0.975,47

1 wk ahead,43,TH,point,NA,-
1 wk ahead,43,TH,quantile,0.025,-
1 wk ahead,43,TH,quantile,0.25,-
1 wk ahead,43,TH,quantile,0.5,-
1 wk ahead,43,TH,quantile,0.75,-
1 wk ahead,43,TH,quantile,0.975,-
2 wk ahead,44,TH,point,NA,-
2 wk ahead,44,TH,quantile,0.025,-
2 wk ahead,44,TH,quantile,0.25,-
2 wk ahead,44,TH,quantile,0.5,-
2 wk ahead,44,TH,quantile,0.75,-
2 wk ahead,44,TH,quantile,0.975,-
