target,target_week,target_year,location,type,quantile,value
1 wk ahead,7,2022,BB,quantile,0.025,719
1 wk ahead,7,2022,BB,quantile,0.25,742
1 wk ahead,7,2022,BB,quantile,0.5,800
1 wk ahead,7,2022,BB,quantile,0.75,861
1 wk ahead,7,2022,BB,quantile,0.975,966
2 wk ahead,8,2022,BB,point,NA,763
2 wk ahead,8,2022,BB,quantile,0.025,429
2 wk ahead,8,2022,BB,quantile,0.25,638
2 wk ahead,8,2022,BB,quantile,0.5,763
2 wk ahead,8,2022,BB,quantile,0.75,883
2 wk ahead,8,2022,BB,quantile,0.975,1170
,,,,,,
1 wk ahead,7,2022,HB,point,NA,33
1 wk ahead,7,2022,HB,quantile,0.025,18
1 wk ahead,7,2022,HB,quantile,0.25,25
1 wk ahead,7,2022,HB,quantile,0.5,33
1 wk ahead,7,2022,HB,quantile,0.75,39
1 wk ahead,7,2022,HB,quantile,0.975,43
2 wk ahead,8,2022,HB,point,NA,28
2 wk ahead,8,2022,HB,quantile,0.025,6
2 wk ahead,8,2022,HB,quantile,0.25,17
2 wk ahead,8,2022,HB,quantile,0.5,28
2 wk ahead,8,2022,HB,quantile,0.75,41
2 wk ahead,8,2022,HB,quantile,0.975,55
,,,,,,
1 wk ahead,7,2022,HH,point,NA,142
1 wk ahead,7,2022,HH,quantile,0.025,99
1 wk ahead,7,2022,HH,quantile,0.25,125
1 wk ahead,7,2022,HH,quantile,0.5,142
1 wk ahead,7,2022,HH,quantile,0.75,154
1 wk ahead,7,2022,HH,quantile,0.975,180
2 wk ahead,8,2022,HH,point,NA,102
2 wk ahead,8,2022,HH,quantile,0.025,31
2 wk ahead,8,2022,HH,quantile,0.25,53
2 wk ahead,8,2022,HH,quantile,0.5,102
2 wk ahead,8,2022,HH,quantile,0.75,165
2 wk ahead,8,2022,HH,quantile,0.975,211
,,,,,,
1 wk ahead,7,2022,HE,point,NA,823
1 wk ahead,7,2022,HE,quantile,0.025,684
1 wk ahead,7,2022,HE,quantile,0.25,742
1 wk ahead,7,2022,HE,quantile,0.5,823
1 wk ahead,7,2022,HE,quantile,0.75,878
1 wk ahead,7,2022,HE,quantile,0.975,974
2 wk ahead,8,2022,HE,point,NA,537
2 wk ahead,8,2022,HE,quantile,0.025,288
2 wk ahead,8,2022,HE,quantile,0.25,291
2 wk ahead,8,2022,HE,quantile,0.5,537
2 wk ahead,8,2022,HE,quantile,0.75,648
2 wk ahead,8,2022,HE,quantile,0.975,1004
,,,,,,
1 wk ahead,7,2022,MV,point,NA,-
1 wk ahead,7,2022,MV,quantile,0.025,-
1 wk ahead,7,2022,MV,quantile,0.25,-
1 wk ahead,7,2022,MV,quantile,0.5,-
1 wk ahead,7,2022,MV,quantile,0.75,-
1 wk ahead,7,2022,MV,quantile,0.975,-
2 wk ahead,8,2022,MV,point,NA,94
2 wk ahead,8,2022,MV,quantile,0.025,49
2 wk ahead,8,2022,MV,quantile,0.25,65
2 wk ahead,8,2022,MV,quantile,0.5,94
2 wk ahead,8,2022,MV,quantile,0.75,116
2 wk ahead,8,2022,MV,quantile,0.975,137
,,,,,,
1 wk ahead,7,2022,NI,point,NA,847
1 wk ahead,7,2022,NI,quantile,0.025,742
1 wk ahead,7,2022,NI,quantile,0.25,788
1 wk ahead,7,2022,NI,quantile,0.5,847
1 wk ahead,7,2022,NI,quantile,0.75,894
1 wk ahead,7,2022,NI,quantile,0.975,933
2 wk ahead,8,2022,NI,point,NA,850
2 wk ahead,8,2022,NI,quantile,0.025,645
2 wk ahead,8,2022,NI,quantile,0.25,743
2 wk ahead,8,2022,NI,quantile,0.5,850
2 wk ahead,8,2022,NI,quantile,0.75,937
2 wk ahead,8,2022,NI,quantile,0.975,1033
,,,,,,
1 wk ahead,7,2022,NW,point,NA,4802
1 wk ahead,7,2022,NW,quantile,0.025,4078
1 wk ahead,7,2022,NW,quantile,0.25,4630
1 wk ahead,7,2022,NW,quantile,0.5,4802
1 wk ahead,7,2022,NW,quantile,0.75,4920
1 wk ahead,7,2022,NW,quantile,0.975,5424
2 wk ahead,8,2022,NW,point,NA,3814
2 wk ahead,8,2022,NW,quantile,0.025,2474
2 wk ahead,8,2022,NW,quantile,0.25,3216
2 wk ahead,8,2022,NW,quantile,0.5,3814
2 wk ahead,8,2022,NW,quantile,0.75,4336
2 wk ahead,8,2022,NW,quantile,0.975,5666
,,,,,,
1 wk ahead,7,2022,RP,point,NA,1285
1 wk ahead,7,2022,RP,quantile,0.025,1193
1 wk ahead,7,2022,RP,quantile,0.25,1237
1 wk ahead,7,2022,RP,quantile,0.5,1285
1 wk ahead,7,2022,RP,quantile,0.75,1335
1 wk ahead,7,2022,RP,quantile,0.975,1383
2 wk ahead,8,2022,RP,point,NA,-
2 wk ahead,8,2022,RP,quantile,0.025,-
2 wk ahead,8,2022,RP,quantile,0.25,-
2 wk ahead,8,2022,RP,quantile,0.5,-
2 wk ahead,8,2022,RP,quantile,0.75,-
2 wk ahead,8,2022,RP,quantile,0.975,-
,,,,,,
1 wk ahead,7,2022,SL,point,NA,267
1 wk ahead,7,2022,SL,quantile,0.025,227
1 wk ahead,7,2022,SL,quantile,0.25,250
1 wk ahead,7,2022,SL,quantile,0.5,267
1 wk ahead,7,2022,SL,quantile,0.75,284
1 wk ahead,7,2022,SL,quantile,0.975,308
2 wk ahead,8,2022,SL,point,NA,-
2 wk ahead,8,2022,SL,quantile,0.025,-
2 wk ahead,8,2022,SL,quantile,0.25,-
2 wk ahead,8,2022,SL,quantile,0.5,-
2 wk ahead,8,2022,SL,quantile,0.75,-
2 wk ahead,8,2022,SL,quantile,0.975,-
,,,,,,
1 wk ahead,7,2022,SN,point,NA,-
1 wk ahead,7,2022,SN,quantile,0.025,-
1 wk ahead,7,2022,SN,quantile,0.25,-
1 wk ahead,7,2022,SN,quantile,0.5,-
1 wk ahead,7,2022,SN,quantile,0.75,-
1 wk ahead,7,2022,SN,quantile,0.975,-
2 wk ahead,8,2022,SN,point,NA,-
2 wk ahead,8,2022,SN,quantile,0.025,-
2 wk ahead,8,2022,SN,quantile,0.25,-
2 wk ahead,8,2022,SN,quantile,0.5,-
2 wk ahead,8,2022,SN,quantile,0.75,-
2 wk ahead,8,2022,SN,quantile,0.975,-
,,,,,,
1 wk ahead,7,2022,ST,point,NA,-
1 wk ahead,7,2022,ST,quantile,0.025,-
1 wk ahead,7,2022,ST,quantile,0.25,-
1 wk ahead,7,2022,ST,quantile,0.5,-
1 wk ahead,7,2022,ST,quantile,0.75,-
1 wk ahead,7,2022,ST,quantile,0.975,-
2 wk ahead,8,2022,ST,point,NA,569
2 wk ahead,8,2022,ST,quantile,0.025,418
2 wk ahead,8,2022,ST,quantile,0.25,500
2 wk ahead,8,2022,ST,quantile,0.5,569
2 wk ahead,8,2022,ST,quantile,0.75,644
2 wk ahead,8,2022,ST,quantile,0.975,827
,,,,,,
1 wk ahead,7,2022,SH,point,NA,259
1 wk ahead,7,2022,SH,quantile,0.025,216
1 wk ahead,7,2022,SH,quantile,0.25,231
1 wk ahead,7,2022,SH,quantile,0.5,259
1 wk ahead,7,2022,SH,quantile,0.75,281
1 wk ahead,7,2022,SH,quantile,0.975,301
2 wk ahead,8,2022,SH,point,NA,216
2 wk ahead,8,2022,SH,quantile,0.025,100
2 wk ahead,8,2022,SH,quantile,0.25,149
2 wk ahead,8,2022,SH,quantile,0.5,216
2 wk ahead,8,2022,SH,quantile,0.75,280
2 wk ahead,8,2022,SH,quantile,0.975,352
,,,,,,
1 wk ahead,7,2022,TH,point,NA,-
1 wk ahead,7,2022,TH,quantile,0.025,-
1 wk ahead,7,2022,TH,quantile,0.25,-
1 wk ahead,7,2022,TH,quantile,0.5,-
1 wk ahead,7,2022,TH,quantile,0.75,-
1 wk ahead,7,2022,TH,quantile,0.975,-
2 wk ahead,8,2022,TH,point,NA,358
2 wk ahead,8,2022,TH,quantile,0.025,203
2 wk ahead,8,2022,TH,quantile,0.25,290
2 wk ahead,8,2022,TH,quantile,0.5,358
2 wk ahead,8,2022,TH,quantile,0.75,422
2 wk ahead,8,2022,TH,quantile,0.975,465
