target,target_week,target_year,location,type,quantile,value
1 wk ahead,7,2022,BW,point,NA,30257
1 wk ahead,7,2022,BW,quantile,0.025,27118
1 wk ahead,7,2022,BW,quantile,0.25,29142
1 wk ahead,7,2022,BW,quantile,0.5,30257
1 wk ahead,7,2022,BW,quantile,0.75,31486
1 wk ahead,7,2022,BW,quantile,0.975,33594
2 wk ahead,8,2022,BW,point,NA,27175
2 wk ahead,8,2022,BW,quantile,0.025,22022
2 wk ahead,8,2022,BW,quantile,0.25,24865
2 wk ahead,8,2022,BW,quantile,0.5,27175
2 wk ahead,8,2022,BW,quantile,0.75,29961
2 wk ahead,8,2022,BW,quantile,0.975,34896
,,,,,,
1 wk ahead,7,2022,BY,point,NA,59428
1 wk ahead,7,2022,BY,quantile,0.025,56920
1 wk ahead,7,2022,BY,quantile,0.25,58343
1 wk ahead,7,2022,BY,quantile,0.5,59428
1 wk ahead,7,2022,BY,quantile,0.75,61385
1 wk ahead,7,2022,BY,quantile,0.975,65743
2 wk ahead,8,2022,BY,point,NA,56532
2 wk ahead,8,2022,BY,quantile,0.025,43165
2 wk ahead,8,2022,BY,quantile,0.25,53210
2 wk ahead,8,2022,BY,quantile,0.5,56532
2 wk ahead,8,2022,BY,quantile,0.75,60970
2 wk ahead,8,2022,BY,quantile,0.975,73031
,,,,,,
1 wk ahead,7,2022,BE,point,NA,10641
1 wk ahead,7,2022,BE,quantile,0.025,9370
1 wk ahead,7,2022,BE,quantile,0.25,10069
1 wk ahead,7,2022,BE,quantile,0.5,10641
1 wk ahead,7,2022,BE,quantile,0.75,11341
1 wk ahead,7,2022,BE,quantile,0.975,13269
2 wk ahead,8,2022,BE,point,NA,9003
2 wk ahead,8,2022,BE,quantile,0.025,4490
2 wk ahead,8,2022,BE,quantile,0.25,6872
2 wk ahead,8,2022,BE,quantile,0.5,9003
2 wk ahead,8,2022,BE,quantile,0.75,11274
2 wk ahead,8,2022,BE,quantile,0.975,14967
,,,,,,
1 wk ahead,7,2022,BB,point,NA,8224
1 wk ahead,7,2022,BB,quantile,0.025,7211
1 wk ahead,7,2022,BB,quantile,0.25,7697
1 wk ahead,7,2022,BB,quantile,0.5,8224
1 wk ahead,7,2022,BB,quantile,0.75,8916
