target,target_week,target_year,location,type,quantile,value
1 wk ahead,45,2021,BW,point,NA,3304
1 wk ahead,45,2021,BW,quantile,0.025,2896
1 wk ahead,45,2021,BW,quantile,0.25,3184
1 wk ahead,45,2021,BW,quantile,0.5,3304
1 wk ahead,45,2021,BW,quantile,0.75,3417
1 wk ahead,45,2021,BW,quantile,0.975,3758
2 wk ahead,46,2021,BW,point,NA,4510
2 wk ahead,46,2021,BW,quantile,0.025,3896
2 wk ahead,46,2021,BW,quantile,0.25,4293
2 wk ahead,46,2021,BW,quantile,0.5,4510
2 wk ahead,46,2021,BW,quantile,0.75,4731
2 wk ahead,46,2021,BW,quantile,0.975,5128

1 wk ahead,45,2021,BY,point,NA,13672
1 wk ahead,45,2021,BY,quantile,0.025,12697
1 wk ahead,45,2021,BY,quantile,0.25,13436
1 wk ahead,45,2021,BY,quantile,0.5,13672
1 wk ahead,45,2021,BY,quantile,0.75,13960
1 wk ahead,45,2021,BY,quantile,0.975,14679
2 wk ahead,46,2021,BY,point,NA,16355
2 wk ahead,46,2021,BY,quantile,0.025,14720
2 wk ahead,46,2021,BY,quantile,0.25,15814
2 wk ahead,46,2021,BY,quantile,0.5,16355
2 wk ahead,46,2021,BY,quantile,0.75,16959
2 wk ahead,46,2021,BY,quantile,0.975,18116

1 wk ahead,45,2021,BE,point,NA,2431
1 wk ahead,45,2021,BE,quantile,0.025,2291
1 wk ahead,45,2021,BE,quantile,0.25,2369
1 wk ahead,45,2021,BE,quantile,0.5,2431
1 wk ahead,45,2021,BE,quantile,0.75,2516
1 wk ahead,45,2021,BE,quantile,0.975,2915
2 wk ahead,46,2021,BE,point,NA,3516
2 wk ahead,46,2021,BE,quantile,0.025,3119
2 wk ahead,46,2021,BE,quantile,0.25,3402
2 wk ahead,46,2021,BE,quantile,0.5,3516
2 wk ahead,46,2021,BE,quantile,0.75,3798
2 wk ahead,46,2021,BE,quantile,0.975,4212

1 wk ahead,45,2021,BB,point,NA,2425
1 wk ahead,45,2021,BB,quantile,0.025,2263
1 wk ahead,45,2021,BB,quantile,0.25,2400
1 wk ahead,45,2021,BB,quantile,0.5,2425
1 wk ahead,45,2021,BB,quantile,0.75,2466
1 wk ahead,45,2021,BB,quantile,0.975,2571
2 wk ahead,46,2021,BB,point,NA,3736
2 wk ahead,46,2021,BB,quantile,0.025,3438
2 wk ahead,46,2021,BB,quantile,0.25,3652
2 wk ahead,46,2021,BB,quantile,0.5,3736
