target,target_week,target_year,location,type,quantile,value
1 wk ahead,46,2021,BB,point,NA,4813
1 wk ahead,46,2021,BB,quantile,0.025,4652
1 wk ahead,46,2021,BB,quantile,0.25,4779
1 wk ahead,46,2021,BB,quantile,0.5,4813
1 wk ahead,46,2021,BB,quantile,0.75,4870
1 wk ahead,46,2021,BB,quantile,0.975,5056
2 wk ahead,47,2021,BB,point,NA,6218
2 wk ahead,47,2021,BB,quantile,0.025,5820
2 wk ahead,47,2021,BB,quantile,0.25,6114
2 wk ahead,47,2021,BB,quantile,0.5,6218
2 wk ahead,47,2021,BB,quantile,0.75,6356
2 wk ahead,47,2021,BB,quantile,0.975,6641
,,,,,,
1 wk ahead,46,2021,HB,point,NA,160
1 wk ahead,46,2021,HB,quantile,0.025,94
1 wk ahead,46,2021,HB,quantile,0.25,138
1 wk ahead,46,2021,HB,quantile,0.5,160
1 wk ahead,46,2021,HB,quantile,0.75,183
1 wk ahead,46,2021,HB,quantile,0.975,242
2 wk ahead,47,2021,HB,point,NA,186
2 wk ahead,47,2021,HB,quantile,0.025,82
2 wk ahead,47,2021,HB,quantile,0.25,135
2 wk ahead,47,2021,HB,quantile,0.5,186
2 wk ahead,47,2021,HB,quantile,0.75,254
2 wk ahead,47,2021,HB,quantile,0.975,349
,,,,,,
1 wk ahead,46,2021,HH,point,NA,763
1 wk ahead,46,2021,HH,quantile,0.025,615
1 wk ahead,46,2021,HH,quantile,0.25,720
1 wk ahead,46,2021,HH,quantile,0.5,763
1 wk ahead,46,2021,HH,quantile,0.75,815
1 wk ahead,46,2021,HH,quantile,0.975,904
2 wk ahead,47,2021,HH,point,NA,915
2 wk ahead,47,2021,HH,quantile,0.025,652
2 wk ahead,47,2021,HH,quantile,0.25,832
2 wk ahead,47,2021,HH,quantile,0.5,915
2 wk ahead,47,2021,HH,quantile,0.75,1009
2 wk ahead,47,2021,HH,quantile,0.975,1233
,,,,,,
1 wk ahead,46,2021,HE,point,NA,295
1 wk ahead,46,2021,HE,quantile,0.025,157
1 wk ahead,46,2021,HE,quantile,0.25,238
1 wk ahead,46,2021,HE,quantile,0.5,295
1 wk ahead,46,2021,HE,quantile,0.75,348
1 wk ahead,46,2021,HE,quantile,0.975,439
2 wk ahead,47,2021,HE,point,NA,323
2 wk ahead,47,2021,HE,quantile,0.025,124
2 wk ahead,47,2021,HE,quantile,0.25,225
2 wk ahead,47,2021,HE,quantile,0.5,323
2 wk ahead,47,2021,HE,quantile,0.75,478
2 wk ahead,47,2021,HE,quantile,0.975,675
,,,,,,
1 wk ahead,46,2021,MV,point,NA,307
1 wk ahead,46,2021,MV,quantile,0.025,269
1 wk ahead,46,2021,MV,quantile,0.25,290
1 wk ahead,46,2021,MV,quantile,0.5,307
1 wk ahead,46,2021,MV,quantile,0.75,335
1 wk ahead,46,2021,MV,quantile,0.975,372
2 wk ahead,47,2021,MV,point,NA,324
2 wk ahead,47,2021,MV,quantile,0.025,228
2 wk ahead,47,2021,MV,quantile,0.25,281
2 wk ahead,47,2021,MV,quantile,0.5,324
2 wk ahead,47,2021,MV,quantile,0.75,376
2 wk ahead,47,2021,MV,quantile,0.975,430
,,,,,,
1 wk ahead,46,2021,NI,point,NA,1884
1 wk ahead,46,2021,NI,quantile,0.025,1682
1 wk ahead,46,2021,NI,quantile,0.25,1812
1 wk ahead,46,2021,NI,quantile,0.5,1884
1 wk ahead,46,2021,NI,quantile,0.75,1963
1 wk ahead,46,2021,NI,quantile,0.975,2195
2 wk ahead,47,2021,NI,point,NA,2622
2 wk ahead,47,2021,NI,quantile,0.025,2228
2 wk ahead,47,2021,NI,quantile,0.25,2511
2 wk ahead,47,2021,NI,quantile,0.5,2622
2 wk ahead,47,2021,NI,quantile,0.75,2787
2 wk ahead,47,2021,NI,quantile,0.975,3086
,,,,,,
1 wk ahead,46,2021,NW,point,NA,9746
1 wk ahead,46,2021,NW,quantile,0.025,8842
1 wk ahead,46,2021,NW,quantile,0.25,9339
1 wk ahead,46,2021,NW,quantile,0.5,9746
1 wk ahead,46,2021,NW,quantile,0.75,10168
1 wk ahead,46,2021,NW,quantile,0.975,11845
2 wk ahead,47,2021,NW,point,NA,11658
2 wk ahead,47,2021,NW,quantile,0.025,8334
2 wk ahead,47,2021,NW,quantile,0.25,10636
2 wk ahead,47,2021,NW,quantile,0.5,11658
2 wk ahead,47,2021,NW,quantile,0.75,12965
2 wk ahead,47,2021,NW,quantile,0.975,14991
,,,,,,
1 wk ahead,46,2021,RP,point,NA,3384
1 wk ahead,46,2021,RP,quantile,0.025,2883
1 wk ahead,46,2021,RP,quantile,0.25,3237
1 wk ahead,46,2021,RP,quantile,0.5,3384
1 wk ahead,46,2021,RP,quantile,0.75,3592
1 wk ahead,46,2021,RP,quantile,0.975,3934
2 wk ahead,47,2021,RP,point,NA,4296
2 wk ahead,47,2021,RP,quantile,0.025,3587
2 wk ahead,47,2021,RP,quantile,0.25,3967
2 wk ahead,47,2021,RP,quantile,0.5,4296
2 wk ahead,47,2021,RP,quantile,0.75,4641
2 wk ahead,47,2021,RP,quantile,0.975,5070
,,,,,,
1 wk ahead,46,2021,SL,point,NA,505
1 wk ahead,46,2021,SL,quantile,0.025,371
1 wk ahead,46,2021,SL,quantile,0.25,411
1 wk ahead,46,2021,SL,quantile,0.5,456
1 wk ahead,46,2021,SL,quantile,0.75,505
1 wk ahead,46,2021,SL,quantile,0.975,550
2 wk ahead,47,2021,SL,point,NA,689
2 wk ahead,47,2021,SL,quantile,0.025,544
2 wk ahead,47,2021,SL,quantile,0.25,614
2 wk ahead,47,2021,SL,quantile,0.5,689
2 wk ahead,47,2021,SL,quantile,0.75,771
2 wk ahead,47,2021,SL,quantile,0.975,866
,,,,,,
1 wk ahead,46,2021,SN,point,NA,11962
1 wk ahead,46,2021,SN,quantile,0.025,11475
1 wk ahead,46,2021,SN,quantile,0.25,11855
1 wk ahead,46,2021,SN,quantile,0.5,11962
1 wk ahead,46,2021,SN,quantile,0.75,12094
1 wk ahead,46,2021,SN,quantile,0.975,12478
2 wk ahead,47,2021,SN,point,NA,14300
2 wk ahead,47,2021,SN,quantile,0.025,13580
2 wk ahead,47,2021,SN,quantile,0.25,13991
2 wk ahead,47,2021,SN,quantile,0.5,14300
2 wk ahead,47,2021,SN,quantile,0.75,14669
2 wk ahead,47,2021,SN,quantile,0.975,15131
,,,,,,
1 wk ahead,46,2021,ST,point,NA,2969
1 wk ahead,46,2021,ST,quantile,0.025,2784
1 wk ahead,46,2021,ST,quantile,0.25,2914
1 wk ahead,46,2021,ST,quantile,0.5,2969
1 wk ahead,46,2021,ST,quantile,0.75,3044
1 wk ahead,46,2021,ST,quantile,0.975,3138
2 wk ahead,47,2021,ST,point,NA,4197
2 wk ahead,47,2021,ST,quantile,0.025,3859
2 wk ahead,47,2021,ST,quantile,0.25,4089
2 wk ahead,47,2021,ST,quantile,0.5,4197
2 wk ahead,47,2021,ST,quantile,0.75,4291
2 wk ahead,47,2021,ST,quantile,0.975,4579
,,,,,,
1 wk ahead,46,2021,SH,point,NA,575
1 wk ahead,46,2021,SH,quantile,0.025,485
1 wk ahead,46,2021,SH,quantile,0.25,529
1 wk ahead,46,2021,SH,quantile,0.5,575
1 wk ahead,46,2021,SH,quantile,0.75,632
1 wk ahead,46,2021,SH,quantile,0.975,696
2 wk ahead,47,2021,SH,point,NA,644
2 wk ahead,47,2021,SH,quantile,0.025,477
2 wk ahead,47,2021,SH,quantile,0.25,559
2 wk ahead,47,2021,SH,quantile,0.5,644
2 wk ahead,47,2021,SH,quantile,0.75,749
2 wk ahead,47,2021,SH,quantile,0.975,955
,,,,,,
1 wk ahead,46,2021,TH,point,NA,628
1 wk ahead,46,2021,TH,quantile,0.025,474
1 wk ahead,46,2021,TH,quantile,0.25,592
1 wk ahead,46,2021,TH,quantile,0.5,628
1 wk ahead,46,2021,TH,quantile,0.75,669
1 wk ahead,46,2021,TH,quantile,0.975,746
2 wk ahead,47,2021,TH,point,NA,801
2 wk ahead,47,2021,TH,quantile,0.025,590
2 wk ahead,47,2021,TH,quantile,0.25,722
2 wk ahead,47,2021,TH,quantile,0.5,801
2 wk ahead,47,2021,TH,quantile,0.75,892
2 wk ahead,47,2021,TH,quantile,0.975,1100
