target,target_week,target_year,location,type,quantile,value
1 wk ahead,3,2022,BW,point,NA,12280
1 wk ahead,3,2022,BW,quantile,0.025,10006
1 wk ahead,3,2022,BW,quantile,0.25,11840
1 wk ahead,3,2022,BW,quantile,0.5,12280
1 wk ahead,3,2022,BW,quantile,0.75,12728
1 wk ahead,3,2022,BW,quantile,0.975,14596
2 wk ahead,4,2022,BW,point,NA,17547
2 wk ahead,4,2022,BW,quantile,0.025,13568
2 wk ahead,4,2022,BW,quantile,0.25,16467
2 wk ahead,4,2022,BW,quantile,0.5,17547
2 wk ahead,4,2022,BW,quantile,0.75,18490
2 wk ahead,4,2022,BW,quantile,0.975,20888
,,,,,,
1 wk ahead,3,2022,BY,point,NA,22153
1 wk ahead,3,2022,BY,quantile,0.025,19610
1 wk ahead,3,2022,BY,quantile,0.25,21665
1 wk ahead,3,2022,BY,quantile,0.5,22153
1 wk ahead,3,2022,BY,quantile,0.75,23211
1 wk ahead,3,2022,BY,quantile,0.975,25363
2 wk ahead,4,2022,BY,point,NA,24493
2 wk ahead,4,2022,BY,quantile,0.025,17845
2 wk ahead,4,2022,BY,quantile,0.25,23165
2 wk ahead,4,2022,BY,quantile,0.5,24493
2 wk ahead,4,2022,BY,quantile,0.75,26535
2 wk ahead,4,2022,BY,quantile,0.975,31821
,,,,,,
1 wk ahead,3,2022,BE,point,NA,13134
1 wk ahead,3,2022,BE,quantile,0.025,11848
1 wk ahead,3,2022,BE,quantile,0.25,12870
1 wk ahead,3,2022,BE,quantile,0.5,13134
1 wk ahead,3,2022,BE,quantile,0.75,13534
1 wk ahead,3,2022,BE,quantile,0.975,14884
2 wk ahead,4,2022,BE,point,NA,22863
2 wk ahead,4,2022,BE,quantile,0.025,20908
2 wk ahead,4,2022,BE,quantile,0.25,21932
2 wk ahead,4,2022,BE,quantile,0.5,22863
2 wk ahead,4,2022,BE,quantile,0.75,23927
2 wk ahead,4,2022,BE,quantile,0.975,25317
,,,,,,
1 wk ahead,3,2022,BB,point,NA,6137
1 wk ahead,3,2022,BB,quantile,0.025,5687
1 wk ahead,3,2022,BB,quantile,0.25,6015
1 wk ahead,3,2022,BB,quantile,0.5,6137
1 wk ahead,3,2022,BB,quantile,0.75,6630
1 wk ahead,3,2022,BB,quantile,0.975,7243
2 wk ahead,4,2022,BB,point,NA,8118
2 wk ahead,4,2022,BB,quantile,0.025,6048
2 wk ahead,4,2022,BB,quantile,0.25,7276
2 wk ahead,4,2022,BB,quantile,0.5,8118
2 wk ahead,4,2022,BB,quantile,0.75,9097
2 wk ahead,4,2022,BB,quantile,0.975,10230
,,,,,,
1 wk ahead,3,2022,HB,point,NA,764
1 wk ahead,3,2022,HB,quantile,0.025,656
1 wk ahead,3,2022,HB,quantile,0.25,713
1 wk ahead,3,2022,HB,quantile,0.5,764
1 wk ahead,3,2022,HB,quantile,0.75,839
1 wk ahead,3,2022,HB,quantile,0.975,928
2 wk ahead,4,2022,HB,point,NA,908
2 wk ahead,4,2022,HB,quantile,0.025,660
2 wk ahead,4,2022,HB,quantile,0.25,805
2 wk ahead,4,2022,HB,quantile,0.5,908
2 wk ahead,4,2022,HB,quantile,0.75,1040
2 wk ahead,4,2022,HB,quantile,0.975,1188
,,,,,,
1 wk ahead,3,2022,HH,point,NA,8524
1 wk ahead,3,2022,HH,quantile,0.025,8015
1 wk ahead,3,2022,HH,quantile,0.25,8396
1 wk ahead,3,2022,HH,quantile,0.5,8524
1 wk ahead,3,2022,HH,quantile,0.75,8665
1 wk ahead,3,2022,HH,quantile,0.975,8992
2 wk ahead,4,2022,HH,point,NA,10488
2 wk ahead,4,2022,HH,quantile,0.025,8924
2 wk ahead,4,2022,HH,quantile,0.25,9929
2 wk ahead,4,2022,HH,quantile,0.5,10488
2 wk ahead,4,2022,HH,quantile,0.75,11080
2 wk ahead,4,2022,HH,quantile,0.975,11822
,,,,,,
1 wk ahead,3,2022,HE,point,NA,8740
1 wk ahead,3,2022,HE,quantile,0.025,7206
1 wk ahead,3,2022,HE,quantile,0.25,8173
1 wk ahead,3,2022,HE,quantile,0.5,8740
1 wk ahead,3,2022,HE,quantile,0.75,9264
1 wk ahead,3,2022,HE,quantile,0.975,10592
2 wk ahead,4,2022,HE,point,NA,12451
2 wk ahead,4,2022,HE,quantile,0.025,9509
2 wk ahead,4,2022,HE,quantile,0.25,11380
2 wk ahead,4,2022,HE,quantile,0.5,12451
2 wk ahead,4,2022,HE,quantile,0.75,13577
2 wk ahead,4,2022,HE,quantile,0.975,15284
,,,,,,
1 wk ahead,3,2022,MV,point,NA,1535
1 wk ahead,3,2022,MV,quantile,0.025,1408
1 wk ahead,3,2022,MV,quantile,0.25,1469
1 wk ahead,3,2022,MV,quantile,0.5,1535
1 wk ahead,3,2022,MV,quantile,0.75,1613
1 wk ahead,3,2022,MV,quantile,0.975,1695
2 wk ahead,4,2022,MV,point,NA,2272
2 wk ahead,4,2022,MV,quantile,0.025,1842
2 wk ahead,4,2022,MV,quantile,0.25,2140
2 wk ahead,4,2022,MV,quantile,0.5,2272
2 wk ahead,4,2022,MV,quantile,0.75,2404
2 wk ahead,4,2022,MV,quantile,0.975,2778
,,,,,,
1 wk ahead,3,2022,NI,point,NA,4921
1 wk ahead,3,2022,NI,quantile,0.025,4213
1 wk ahead,3,2022,NI,quantile,0.25,4650
1 wk ahead,3,2022,NI,quantile,0.5,4921
