target,target_week,target_year,location,type,quantile,value
1 wk ahead,4,2022,BW,point,NA,1557
1 wk ahead,4,2022,BW,quantile,0.025,1280
1 wk ahead,4,2022,BW,quantile,0.25,1459
1 wk ahead,4,2022,BW,quantile,0.5,1557
1 wk ahead,4,2022,BW,quantile,0.75,1618
1 wk ahead,4,2022,BW,quantile,0.975,1749
2 wk ahead,5,2022,BW,point,NA,2108
2 wk ahead,5,2022,BW,quantile,0.025,1725
2 wk ahead,5,2022,BW,quantile,0.25,1944
2 wk ahead,5,2022,BW,quantile,0.5,2108
2 wk ahead,5,2022,BW,quantile,0.75,2226
2 wk ahead,5,2022,BW,quantile,0.975,2476
,,,,,,
1 wk ahead,4,2022,BY,point,NA,2306
1 wk ahead,4,2022,BY,quantile,0.025,1905
1 wk ahead,4,2022,BY,quantile,0.25,2162
1 wk ahead,4,2022,BY,quantile,0.5,2306
1 wk ahead,4,2022,BY,quantile,0.75,2423
1 wk ahead,4,2022,BY,quantile,0.975,2702
2 wk ahead,5,2022,BY,point,NA,2590
2 wk ahead,5,2022,BY,quantile,0.025,1997
2 wk ahead,5,2022,BY,quantile,0.25,2309
2 wk ahead,5,2022,BY,quantile,0.5,2590
2 wk ahead,5,2022,BY,quantile,0.75,2847
2 wk ahead,5,2022,BY,quantile,0.975,3613
,,,,,,
1 wk ahead,4,2022,BE,point,NA,1225
1 wk ahead,4,2022,BE,quantile,0.025,1055
1 wk ahead,4,2022,BE,quantile,0.25,1166
1 wk ahead,4,2022,BE,quantile,0.5,1225
1 wk ahead,4,2022,BE,quantile,0.75,1301
1 wk ahead,4,2022,BE,quantile,0.975,1458
2 wk ahead,5,2022,BE,point,NA,902
2 wk ahead,5,2022,BE,quantile,0.025,393
2 wk ahead,5,2022,BE,quantile,0.25,669
2 wk ahead,5,2022,BE,quantile,0.5,902
2 wk ahead,5,2022,BE,quantile,0.75,1139
2 wk ahead,5,2022,BE,quantile,0.975,1651
,,,,,,
1 wk ahead,4,2022,BB,point,NA,718
1 wk ahead,4,2022,BB,quantile,0.025,654
1 wk ahead,4,2022,BB,quantile,0.25,680
1 wk ahead,4,2022,BB,quantile,0.5,718
1 wk ahead,4,2022,BB,quantile,0.75,764
1 wk ahead,4,2022,BB,quantile,0.975,840
2 wk ahead,5,2022,BB,point,NA,796
2 wk ahead,5,2022,BB,quantile,0.025,553
2 wk ahead,5,2022,BB,quantile,0.25,690
2 wk ahead,5,2022,BB,quantile,0.5,796
2 wk ahead,5,2022,BB,quantile,0.75,913
2 wk ahead,5,2022,BB,quantile,0.975,1100
,,,,,,
1 wk ahead,4,2022,HB,point,NA,32
1 wk ahead,4,2022,HB,quantile,0.025,17
1 wk ahead,4,2022,HB,quantile,0.25,24
1 wk ahead,4,2022,HB,quantile,0.5,32
1 wk ahead,4,2022,HB,quantile,0.75,37
1 wk ahead,4,2022,HB,quantile,0.975,42
2 wk ahead,5,2022,HB,point,NA,43
2 wk ahead,5,2022,HB,quantile,0.025,16
2 wk ahead,5,2022,HB,quantile,0.25,29
2 wk ahead,5,2022,HB,quantile,0.5,43
2 wk ahead,5,2022,HB,quantile,0.75,54
2 wk ahead,5,2022,HB,quantile,0.975,63
,,,,,,
1 wk ahead,4,2022,HH,point,NA,194
1 wk ahead,4,2022,HH,quantile,0.025,169
1 wk ahead,4,2022,HH,quantile,0.25,178
1 wk ahead,4,2022,HH,quantile,0.5,194
1 wk ahead,4,2022,HH,quantile,0.75,212
1 wk ahead,4,2022,HH,quantile,0.975,228
2 wk ahead,5,2022,HH,point,NA,172
2 wk ahead,5,2022,HH,quantile,0.025,79
2 wk ahead,5,2022,HH,quantile,0.25,121
2 wk ahead,5,2022,HH,quantile,0.5,172
2 wk ahead,5,2022,HH,quantile,0.75,225
2 wk ahead,5,2022,HH,quantile,0.975,270
,,,,,,
1 wk ahead,4,2022,HE,point,NA,1035
1 wk ahead,4,2022,HE,quantile,0.025,898
1 wk ahead,4,2022,HE,quantile,0.25,948
1 wk ahead,4,2022,HE,quantile,0.5,1035
1 wk ahead,4,2022,HE,quantile,0.75,1102
1 wk ahead,4,2022,HE,quantile,0.975,1182
2 wk ahead,5,2022,HE,point,NA,1363
2 wk ahead,5,2022,HE,quantile,0.025,1113
2 wk ahead,5,2022,HE,quantile,0.25,1212
2 wk ahead,5,2022,HE,quantile,0.5,1363
