target,target_week,target_year,location,type,quantile,value
1 wk ahead,50,2021,BW,point,NA,483
1 wk ahead,50,2021,BW,quantile,0.025,385
1 wk ahead,50,2021,BW,quantile,0.25,428
1 wk ahead,50,2021,BW,quantile,0.5,483
1 wk ahead,50,2021,BW,quantile,0.75,517
1 wk ahead,50,2021,BW,quantile,0.975,549
2 wk ahead,51,2021,BW,point,NA,404
2 wk ahead,51,2021,BW,quantile,0.025,211
2 wk ahead,51,2021,BW,quantile,0.25,317
2 wk ahead,51,2021,BW,quantile,0.5,404
2 wk ahead,51,2021,BW,quantile,0.75,472
2 wk ahead,51,2021,BW,quantile,0.975,546
,,,,,,
1 wk ahead,50,2021,BY,point,NA,1079
1 wk ahead,50,2021,BY,quantile,0.025,889
1 wk ahead,50,2021,BY,quantile,0.25,1006
1 wk ahead,50,2021,BY,quantile,0.5,1079
1 wk ahead,50,2021,BY,quantile,0.75,1132
1 wk ahead,50,2021,BY,quantile,0.975,1320
2 wk ahead,51,2021,BY,point,NA,809
2 wk ahead,51,2021,BY,quantile,0.025,254
2 wk ahead,51,2021,BY,quantile,0.25,641
2 wk ahead,51,2021,BY,quantile,0.5,809
2 wk ahead,51,2021,BY,quantile,0.75,991
2 wk ahead,51,2021,BY,quantile,0.975,1225
,,,,,,
1 wk ahead,50,2021,BE,point,NA,416
1 wk ahead,50,2021,BE,quantile,0.025,319
1 wk ahead,50,2021,BE,quantile,0.25,407
1 wk ahead,50,2021,BE,quantile,0.5,416
1 wk ahead,50,2021,BE,quantile,0.75,426
1 wk ahead,50,2021,BE,quantile,0.975,517
2 wk ahead,51,2021,BE,point,NA,293
2 wk ahead,51,2021,BE,quantile,0.025,56
2 wk ahead,51,2021,BE,quantile,0.25,245
2 wk ahead,51,2021,BE,quantile,0.5,293
2 wk ahead,51,2021,BE,quantile,0.75,343
2 wk ahead,51,2021,BE,quantile,0.975,485
,,,,,,
1 wk ahead,50,2021,BB,point,NA,312
1 wk ahead,50,2021,BB,quantile,0.025,280
1 wk ahead,50,2021,BB,quantile,0.25,293
1 wk ahead,50,2021,BB,quantile,0.5,312
1 wk ahead,50,2021,BB,quantile,0.75,326
1 wk ahead,50,2021,BB,quantile,0.975,390
2 wk ahead,51,2021,BB,point,NA,263
2 wk ahead,51,2021,BB,quantile,0.025,139
2 wk ahead,51,2021,BB,quantile,0.25,204
2 wk ahead,51,2021,BB,quantile,0.5,263
2 wk ahead,51,2021,BB,quantile,0.75,325
2 wk ahead,51,2021,BB,quantile,0.975,379
,,,,,,
1 wk ahead,50,2021,HB,point,NA,10
1 wk ahead,50,2021,HB,quantile,0.025,0
1 wk ahead,50,2021,HB,quantile,0.25,6
1 wk ahead,50,2021,HB,quantile,0.5,10
1 wk ahead,50,2021,HB,quantile,0.75,14
1 wk ahead,50,2021,HB,quantile,0.975,16
2 wk ahead,51,2021,HB,point,NA,9
