target,target_week,target_year,location,type,quantile,value
1 wk ahead,48,2021,BW,point,NA,11522
1 wk ahead,48,2021,BW,quantile,0.025,11025
1 wk ahead,48,2021,BW,quantile,0.25,11407
1 wk ahead,48,2021,BW,quantile,0.5,11522
1 wk ahead,48,2021,BW,quantile,0.75,11689
1 wk ahead,48,2021,BW,quantile,0.975,12088
2 wk ahead,49,2021,BW,point,NA,12090
2 wk ahead,49,2021,BW,quantile,0.025,11103
2 wk ahead,49,2021,BW,quantile,0.25,11643
2 wk ahead,49,2021,BW,quantile,0.5,12090
2 wk ahead,49,2021,BW,quantile,0.75,12615
2 wk ahead,49,2021,BW,quantile,0.975,13156
,,,,,,
1 wk ahead,48,2021,BY,point,NA,23276
1 wk ahead,48,2021,BY,quantile,0.025,22207
1 wk ahead,48,2021,BY,quantile,0.25,23052
1 wk ahead,48,2021,BY,quantile,0.5,23276
1 wk ahead,48,2021,BY,quantile,0.75,23581
1 wk ahead,48,2021,BY,quantile,0.975,24512
2 wk ahead,49,2021,BY,point,NA,20659
2 wk ahead,49,2021,BY,quantile,0.025,19001
2 wk ahead,49,2021,BY,quantile,0.25,20093
2 wk ahead,49,2021,BY,quantile,0.5,20659
2 wk ahead,49,2021,BY,quantile,0.75,21274
2 wk ahead,49,2021,BY,quantile,0.975,22407
,,,,,,
1 wk ahead,48,2021,BE,point,NA,5053
1 wk ahead,48,2021,BE,quantile,0.025,4905
1 wk ahead,48,2021,BE,quantile,0.25,4978
1 wk ahead,48,2021,BE,quantile,0.5,5053
1 wk ahead,48,2021,BE,quantile,0.75,5161
1 wk ahead,48,2021,BE,quantile,0.975,5485
2 wk ahead,49,2021,BE,point,NA,4467
2 wk ahead,49,2021,BE,quantile,0.025,3903
2 wk ahead,49,2021,BE,quantile,0.25,4246
2 wk ahead,49,2021,BE,quantile,0.5,4467
2 wk ahead,49,2021,BE,quantile,0.75,4861
2 wk ahead,49,2021,BE,quantile,0.975,5118
,,,,,,
1 wk ahead,48,2021,BB,point,NA,5616
1 wk ahead,48,2021,BB,quantile,0.025,5452
1 wk ahead,48,2021,BB,quantile,0.25,5578
1 wk ahead,48,2021,BB,quantile,0.5,5616
1 wk ahead,48,2021,BB,quantile,0.75,5691
1 wk ahead,48,2021,BB,quantile,0.975,5935
2 wk ahead,49,2021,BB,point,NA,4848
2 wk ahead,49,2021,BB,quantile,0.025,4423
2 wk ahead,49,2021,BB,quantile,0.25,4734
2 wk ahead,49,2021,BB,quantile,0.5,4848
2 wk ahead,49,2021,BB,quantile,0.75,4992
2 wk ahead,49,2021,BB,quantile,0.975,5362
,,,,,,
1 wk ahead,48,2021,HB,point,NA,356
1 wk ahead,48,2021,HB,quantile,0.025,291
1 wk ahead,48,2021,HB,quantile,0.25,335
1 wk ahead,48,2021,HB,quantile,0.5,356
1 wk ahead,48,2021,HB,quantile,0.75,385
1 wk ahead,48,2021,HB,quantile,0.975,438
2 wk ahead,49,2021,HB,point,NA,390
2 wk ahead,49,2021,HB,quantile,0.025,266
2 wk ahead,49,2021,HB,quantile,0.25,339
2 wk ahead,49,2021,HB,quantile,0.5,390
2 wk ahead,49,2021,HB,quantile,0.75,451
2 wk ahead,49,2021,HB,quantile,0.975,553
,,,,,,
1 wk ahead,48,2021,HH,point,NA,821
1 wk ahead,48,2021,HH,quantile,0.025,673
1 wk ahead,48,2021,HH,quantile,0.25,774
1 wk ahead,48,2021,HH,quantile,0.5,821
1 wk ahead,48,2021,HH,quantile,0.75,876
1 wk ahead,48,2021,HH,quantile,0.975,958
2 wk ahead,49,2021,HH,point,NA,835
2 wk ahead,49,2021,HH,quantile,0.025,584
2 wk ahead,49,2021,HH,quantile,0.25,749
2 wk ahead,49,2021,HH,quantile,0.5,835
2 wk ahead,49,2021,HH,quantile,0.75,927
2 wk ahead,49,2021,HH,quantile,0.975,1148
,,,,,,
1 wk ahead,48,2021,HE,point,NA,439
1 wk ahead,48,2021,HE,quantile,0.025,302
1 wk ahead,48,2021,HE,quantile,0.25,370
1 wk ahead,48,2021,HE,quantile,0.5,439
1 wk ahead,48,2021,HE,quantile,0.75,500
1 wk ahead,48,2021,HE,quantile,0.975,629
2 wk ahead,49,2021,HE,point,NA,501
2 wk ahead,49,2021,HE,quantile,0.025,162
2 wk ahead,49,2021,HE,quantile,0.25,391
2 wk ahead,49,2021,HE,quantile,0.5,501
2 wk ahead,49,2021,HE,quantile,0.75,656
2 wk ahead,49,2021,HE,quantile,0.975,848
,,,,,,
1 wk ahead,48,2021,MV,point,NA,629
1 wk ahead,48,2021,MV,quantile,0.025,581
1 wk ahead,48,2021,MV,quantile,0.25,601
1 wk ahead,48,2021,MV,quantile,0.5,629
1 wk ahead,48,2021,MV,quantile,0.75,659
1 wk ahead,48,2021,MV,quantile,0.975,727
2 wk ahead,49,2021,MV,point,NA,713
2 wk ahead,49,2021,MV,quantile,0.025,529
2 wk ahead,49,2021,MV,quantile,0.25,658
2 wk ahead,49,2021,MV,quantile,0.5,713
2 wk ahead,49,2021,MV,quantile,0.75,777
2 wk ahead,49,2021,MV,quantile,0.975,875
,,,,,,
1 wk ahead,48,2021,NI,point,NA,3486
1 wk ahead,48,2021,NI,quantile,0.025,3287
1 wk ahead,48,2021,NI,quantile,0.25,3414
1 wk ahead,48,2021,NI,quantile,0.5,3486
1 wk ahead,48,2021,NI,quantile,0.75,3608
1 wk ahead,48,2021,NI,quantile,0.975,3843
2 wk ahead,49,2021,NI,point,NA,3888
2 wk ahead,49,2021,NI,quantile,0.025,3494
2 wk ahead,49,2021,NI,quantile,0.25,3775
2 wk ahead,49,2021,NI,quantile,0.5,3888
2 wk ahead,49,2021,NI,quantile,0.75,4084
2 wk ahead,49,2021,NI,quantile,0.975,4341
,,,,,,
1 wk ahead,48,2021,NW,point,NA,16576
1 wk ahead,48,2021,NW,quantile,0.025,14493
1 wk ahead,48,2021,NW,quantile,0.25,16166
1 wk ahead,48,2021,NW,quantile,0.5,16576
1 wk ahead,48,2021,NW,quantile,0.75,16967
1 wk ahead,48,2021,NW,quantile,0.975,18432
2 wk ahead,49,2021,NW,point,NA,18224
2 wk ahead,49,2021,NW,quantile,0.025,14948
2 wk ahead,49,2021,NW,quantile,0.25,17198
2 wk ahead,49,2021,NW,quantile,0.5,18224
2 wk ahead,49,2021,NW,quantile,0.75,19492
2 wk ahead,49,2021,NW,quantile,0.975,21516
,,,,,,
1 wk ahead,48,2021,RP,point,NA,5728
1 wk ahead,48,2021,RP,quantile,0.025,5228
1 wk ahead,48,2021,RP,quantile,0.25,5582
1 wk ahead,48,2021,RP,quantile,0.5,5728
1 wk ahead,48,2021,RP,quantile,0.75,5975
1 wk ahead,48,2021,RP,quantile,0.975,6265
2 wk ahead,49,2021,RP,point,NA,6085
2 wk ahead,49,2021,RP,quantile,0.025,5416
2 wk ahead,49,2021,RP,quantile,0.25,5752
2 wk ahead,49,2021,RP,quantile,0.5,6085
2 wk ahead,49,2021,RP,quantile,0.75,6449
2 wk ahead,49,2021,RP,quantile,0.975,6846
,,,,,,
1 wk ahead,48,2021,SL,point,NA,1218
1 wk ahead,48,2021,SL,quantile,0.025,1124
1 wk ahead,48,2021,SL,quantile,0.25,1173
1 wk ahead,48,2021,SL,quantile,0.5,1218
1 wk ahead,48,2021,SL,quantile,0.75,1280
1 wk ahead,48,2021,SL,quantile,0.975,1331
2 wk ahead,49,2021,SL,point,NA,1279
2 wk ahead,49,2021,SL,quantile,0.025,1133
2 wk ahead,49,2021,SL,quantile,0.25,1193
2 wk ahead,49,2021,SL,quantile,0.5,1279
2 wk ahead,49,2021,SL,quantile,0.75,1373
2 wk ahead,49,2021,SL,quantile,0.975,1511
,,,,,,
1 wk ahead,48,2021,SN,point,NA,13853
1 wk ahead,48,2021,SN,quantile,0.025,13270
1 wk ahead,48,2021,SN,quantile,0.25,13648
1 wk ahead,48,2021,SN,quantile,0.5,13853
1 wk ahead,48,2021,SN,quantile,0.75,14149
1 wk ahead,48,2021,SN,quantile,0.975,14567
2 wk ahead,49,2021,SN,point,NA,7717
2 wk ahead,49,2021,SN,quantile,0.025,6645
2 wk ahead,49,2021,SN,quantile,0.25,7210
2 wk ahead,49,2021,SN,quantile,0.5,7717
2 wk ahead,49,2021,SN,quantile,0.75,8301
2 wk ahead,49,2021,SN,quantile,0.975,9347
,,,,,,
1 wk ahead,48,2021,ST,point,NA,6460
1 wk ahead,48,2021,ST,quantile,0.025,6179
1 wk ahead,48,2021,ST,quantile,0.25,6376
1 wk ahead,48,2021,ST,quantile,0.5,6460
1 wk ahead,48,2021,ST,quantile,0.75,6562
1 wk ahead,48,2021,ST,quantile,0.975,6853
2 wk ahead,49,2021,ST,point,NA,5284
2 wk ahead,49,2021,ST,quantile,0.025,4747
2 wk ahead,49,2021,ST,quantile,0.25,5066
2 wk ahead,49,2021,ST,quantile,0.5,5284
2 wk ahead,49,2021,ST,quantile,0.75,5511
2 wk ahead,49,2021,ST,quantile,0.975,6065
,,,,,,
1 wk ahead,48,2021,SH,point,NA,781
1 wk ahead,48,2021,SH,quantile,0.025,672
1 wk ahead,48,2021,SH,quantile,0.25,723
1 wk ahead,48,2021,SH,quantile,0.5,781
1 wk ahead,48,2021,SH,quantile,0.75,829
1 wk ahead,48,2021,SH,quantile,0.975,892
2 wk ahead,49,2021,SH,point,NA,838
2 wk ahead,49,2021,SH,quantile,0.025,573
2 wk ahead,49,2021,SH,quantile,0.25,724
2 wk ahead,49,2021,SH,quantile,0.5,838
2 wk ahead,49,2021,SH,quantile,0.75,948
2 wk ahead,49,2021,SH,quantile,0.975,1148
,,,,,,
1 wk ahead,48,2021,TH,point,NA,1668
1 wk ahead,48,2021,TH,quantile,0.025,1514
1 wk ahead,48,2021,TH,quantile,0.25,1632
1 wk ahead,48,2021,TH,quantile,0.5,1668
1 wk ahead,48,2021,TH,quantile,0.75,1730
1 wk ahead,48,2021,TH,quantile,0.975,1878
2 wk ahead,49,2021,TH,point,NA,1976
2 wk ahead,49,2021,TH,quantile,0.025,1673
2 wk ahead,49,2021,TH,quantile,0.25,1888
2 wk ahead,49,2021,TH,quantile,0.5,1976
2 wk ahead,49,2021,TH,quantile,0.75,2082
2 wk ahead,49,2021,TH,quantile,0.975,2208
