target,target_week,target_year,location,type,quantile,value
1 wk ahead,10,2022,BW,point,NA,13170
1 wk ahead,10,2022,BW,quantile,0.025,9204
1 wk ahead,10,2022,BW,quantile,0.25,11988
1 wk ahead,10,2022,BW,quantile,0.5,13170
1 wk ahead,10,2022,BW,quantile,0.75,14711
1 wk ahead,10,2022,BW,quantile,0.975,17161
2 wk ahead,11,2022,BW,point,NA,14643
2 wk ahead,11,2022,BW,quantile,0.025,6812
2 wk ahead,11,2022,BW,quantile,0.25,12431
2 wk ahead,11,2022,BW,quantile,0.5,14643
2 wk ahead,11,2022,BW,quantile,0.75,17634
2 wk ahead,11,2022,BW,quantile,0.975,22740
,,,,,,
1 wk ahead,10,2022,BY,point,NA,38687
1 wk ahead,10,2022,BY,quantile,0.025,35002
1 wk ahead,10,2022,BY,quantile,0.25,37555
1 wk ahead,10,2022,BY,quantile,0.5,38687
1 wk ahead,10,2022,BY,quantile,0.75,40737
1 wk ahead,10,2022,BY,quantile,0.975,44216
2 wk ahead,11,2022,BY,point,NA,51659
2 wk ahead,11,2022,BY,quantile,0.025,28233
2 wk ahead,11,2022,BY,quantile,0.25,45325
2 wk ahead,11,2022,BY,quantile,0.5,51659
2 wk ahead,11,2022,BY,quantile,0.75,59757
2 wk ahead,11,2022,BY,quantile,0.975,73813
,,,,,,
1 wk ahead,10,2022,BE,point,NA,-
1 wk ahead,10,2022,BE,quantile,0.025,-
1 wk ahead,10,2022,BE,quantile,0.25,-
1 wk ahead,10,2022,BE,quantile,0.5,-
1 wk ahead,10,2022,BE,quantile,0.75,-
1 wk ahead,10,2022,BE,quantile,0.975,-
2 wk ahead,11,2022,BE,point,NA,-
2 wk ahead,11,2022,BE,quantile,0.025,-
2 wk ahead,11,2022,BE,quantile,0.25,-
2 wk ahead,11,2022,BE,quantile,0.5,-
2 wk ahead,11,2022,BE,quantile,0.75,-
2 wk ahead,11,2022,BE,quantile,0.975,-
,,,,,,
1 wk ahead,10,2022,BB,point,NA,7960
1 wk ahead,10,2022,BB,quantile,0.025,6501
1 wk ahead,10,2022,BB,quantile,0.25,7339
1 wk ahead,10,2022,BB,quantile,0.5,7960
1 wk ahead,10,2022,BB,quantile,0.75,8812
1 wk ahead,10,2022,BB,quantile,0.975,9995
2 wk ahead,11,2022,BB,point,NA,8067
2 wk ahead,11,2022,BB,quantile,0.025,2489
2 wk ahead,11,2022,BB,quantile,0.25,6421
2 wk ahead,11,2022,BB,quantile,0.5,8067
2 wk ahead,11,2022,BB,quantile,0.75,10023
2 wk ahead,11,2022,BB,quantile,0.975,12816
,,,,,,
1 wk ahead,10,2022,HB,point,NA,264
1 wk ahead,10,2022,HB,quantile,0.025,14
1 wk ahead,10,2022,HB,quantile,0.25,180
1 wk ahead,10,2022,HB,quantile,0.5,264
1 wk ahead,10,2022,HB,quantile,0.75,368
1 wk ahead,10,2022,HB,quantile,0.975,534
2 wk ahead,11,2022,HB,point,NA,300
2 wk ahead,11,2022,HB,quantile,0.025,0
2 wk ahead,11,2022,HB,quantile,0.25,120
2 wk ahead,11,2022,HB,quantile,0.5,300
2 wk ahead,11,2022,HB,quantile,0.75,520
2 wk ahead,11,2022,HB,quantile,0.975,826
,,,,,,
1 wk ahead,10,2022,HH,point,NA,1493
1 wk ahead,10,2022,HH,quantile,0.025,903
1 wk ahead,10,2022,HH,quantile,0.25,1368
1 wk ahead,10,2022,HH,quantile,0.5,1493
1 wk ahead,10,2022,HH,quantile,0.75,1634
1 wk ahead,10,2022,HH,quantile,0.975,2317
2 wk ahead,11,2022,HH,point,NA,1954
2 wk ahead,11,2022,HH,quantile,0.025,759
2 wk ahead,11,2022,HH,quantile,0.25,1003
2 wk ahead,11,2022,HH,quantile,0.5,1954
2 wk ahead,11,2022,HH,quantile,0.75,2960
2 wk ahead,11,2022,HH,quantile,0.975,5408
,,,,,,
1 wk ahead,10,2022,HE,point,NA,6049
1 wk ahead,10,2022,HE,quantile,0.025,4224
1 wk ahead,10,2022,HE,quantile,0.25,5467
1 wk ahead,10,2022,HE,quantile,0.5,6049
