target,target_week,target_year,location,type,quantile,value
1 wk ahead,6,2022,BW,point,NA,34803
1 wk ahead,6,2022,BW,quantile,0.025,31631
1 wk ahead,6,2022,BW,quantile,0.25,33694
1 wk ahead,6,2022,BW,quantile,0.5,34803
1 wk ahead,6,2022,BW,quantile,0.75,35952
1 wk ahead,6,2022,BW,quantile,0.975,38140
2 wk ahead,7,2022,BW,point,NA,29021
2 wk ahead,7,2022,BW,quantile,0.025,23932
2 wk ahead,7,2022,BW,quantile,0.25,26670
2 wk ahead,7,2022,BW,quantile,0.5,29021
2 wk ahead,7,2022,BW,quantile,0.75,31571
2 wk ahead,7,2022,BW,quantile,0.975,35266
,,,,,,
1 wk ahead,6,2022,BY,point,NA,62822
1 wk ahead,6,2022,BY,quantile,0.025,60302
1 wk ahead,6,2022,BY,quantile,0.25,61739
1 wk ahead,6,2022,BY,quantile,0.5,62822
1 wk ahead,6,2022,BY,quantile,0.75,64837
1 wk ahead,6,2022,BY,quantile,0.975,69223
2 wk ahead,7,2022,BY,point,NA,53900
2 wk ahead,7,2022,BY,quantile,0.025,43548
2 wk ahead,7,2022,BY,quantile,0.25,50578
2 wk ahead,7,2022,BY,quantile,0.5,53900
2 wk ahead,7,2022,BY,quantile,0.75,58055
2 wk ahead,7,2022,BY,quantile,0.975,68892
,,,,,,
1 wk ahead,6,2022,BE,point,NA,9413
1 wk ahead,6,2022,BE,quantile,0.025,8134
1 wk ahead,6,2022,BE,quantile,0.25,8847
1 wk ahead,6,2022,BE,quantile,0.5,9413
1 wk ahead,6,2022,BE,quantile,0.75,10127
1 wk ahead,6,2022,BE,quantile,0.975,12060
2 wk ahead,7,2022,BE,point,NA,8751
2 wk ahead,7,2022,BE,quantile,0.025,4149
2 wk ahead,7,2022,BE,quantile,0.25,6619
2 wk ahead,7,2022,BE,quantile,0.5,8751
2 wk ahead,7,2022,BE,quantile,0.75,11022
2 wk ahead,7,2022,BE,quantile,0.975,14828
,,,,,,
1 wk ahead,6,2022,BB,point,NA,9186
1 wk ahead,6,2022,BB,quantile,0.025,8157
1 wk ahead,6,2022,BB,quantile,0.25,8658
1 wk ahead,6,2022,BB,quantile,0.5,9186
1 wk ahead,6,2022,BB,quantile,0.75,9855
1 wk ahead,6,2022,BB,quantile,0.975,10368
2 wk ahead,7,2022,BB,point,NA,7985
2 wk ahead,7,2022,BB,quantile,0.025,2902
2 wk ahead,7,2022,BB,quantile,0.25,5939
2 wk ahead,7,2022,BB,quantile,0.5,7985
2 wk ahead,7,2022,BB,quantile,0.75,10197
2 wk ahead,7,2022,BB,quantile,0.975,13340
,,,,,,
1 wk ahead,6,2022,HB,point,NA,621
1 wk ahead,6,2022,HB,quantile,0.025,376
1 wk ahead,6,2022,HB,quantile,0.25,513
1 wk ahead,6,2022,HB,quantile,0.5,621
1 wk ahead,6,2022,HB,quantile,0.75,746
1 wk ahead,6,2022,HB,quantile,0.975,891
2 wk ahead,7,2022,HB,point,NA,559
2 wk ahead,7,2022,HB,quantile,0.025,281
2 wk ahead,7,2022,HB,quantile,0.25,388
2 wk ahead,7,2022,HB,quantile,0.5,559
2 wk ahead,7,2022,HB,quantile,0.75,773
2 wk ahead,7,2022,HB,quantile,0.975,864
,,,,,,
1 wk ahead,6,2022,HH,point,NA,3456
1 wk ahead,6,2022,HH,quantile,0.025,3158
1 wk ahead,6,2022,HH,quantile,0.25,3331
1 wk ahead,6,2022,HH,quantile,0.5,3456
1 wk ahead,6,2022,HH,quantile,0.75,3598
1 wk ahead,6,2022,HH,quantile,0.975,3783
2 wk ahead,7,2022,HH,point,NA,2203
2 wk ahead,7,2022,HH,quantile,0.025,876
2 wk ahead,7,2022,HH,quantile,0.25,1547
2 wk ahead,7,2022,HH,quantile,0.5,2203
2 wk ahead,7,2022,HH,quantile,0.75,3327
2 wk ahead,7,2022,HH,quantile,0.975,6153
,,,,,,
1 wk ahead,6,2022,HE,point,NA,16484
1 wk ahead,6,2022,HE,quantile,0.025,15003
1 wk ahead,6,2022,HE,quantile,0.25,15934
1 wk ahead,6,2022,HE,quantile,0.5,16484
1 wk ahead,6,2022,HE,quantile,0.75,17010
1 wk ahead,6,2022,HE,quantile,0.975,19370
2 wk ahead,7,2022,HE,point,NA,12406
2 wk ahead,7,2022,HE,quantile,0.025,9395
2 wk ahead,7,2022,HE,quantile,0.25,11334
