target,target_week,target_year,location,type,quantile,value
2 wk ahead,47,2021,SL,quantile,0.975,92
,,,,,,
1 wk ahead,46,2021,SN,point,NA,820
1 wk ahead,46,2021,SN,quantile,0.025,797
1 wk ahead,46,2021,SN,quantile,0.25,812
1 wk ahead,46,2021,SN,quantile,0.5,820
1 wk ahead,46,2021,SN,quantile,0.75,832
1 wk ahead,46,2021,SN,quantile,0.975,865
2 wk ahead,47,2021,SN,point,NA,966
2 wk ahead,47,2021,SN,quantile,0.025,898
2 wk ahead,47,2021,SN,quantile,0.25,926
2 wk ahead,47,2021,SN,quantile,0.5,966
2 wk ahead,47,2021,SN,quantile,0.75,998
2 wk ahead,47,2021,SN,quantile,0.975,1077
,,,,,,
1 wk ahead,46,2021,ST,point,NA,279
1 wk ahead,46,2021,ST,quantile,0.025,257
1 wk ahead,46,2021,ST,quantile,0.25,272
1 wk ahead,46,2021,ST,quantile,0.5,279
1 wk ahead,46,2021,ST,quantile,0.75,286
1 wk ahead,46,2021,ST,quantile,0.975,298
2 wk ahead,47,2021,ST,point,NA,363
2 wk ahead,47,2021,ST,quantile,0.025,326
2 wk ahead,47,2021,ST,quantile,0.25,349
2 wk ahead,47,2021,ST,quantile,0.5,363
2 wk ahead,47,2021,ST,quantile,0.75,374
2 wk ahead,47,2021,ST,quantile,0.975,395
,,,,,,
1 wk ahead,46,2021,SH,point,NA,39
1 wk ahead,46,2021,SH,quantile,0.025,28
1 wk ahead,46,2021,SH,quantile,0.25,35
1 wk ahead,46,2021,SH,quantile,0.5,39
1 wk ahead,46,2021,SH,quantile,0.75,42
1 wk ahead,46,2021,SH,quantile,0.975,48
2 wk ahead,47,2021,SH,point,NA,46
2 wk ahead,47,2021,SH,quantile,0.025,27
2 wk ahead,47,2021,SH,quantile,0.25,37
2 wk ahead,47,2021,SH,quantile,0.5,46
2 wk ahead,47,2021,SH,quantile,0.75,54
2 wk ahead,47,2021,SH,quantile,0.975,65
,,,,,,
1 wk ahead,46,2021,TH,point,NA,105
1 wk ahead,46,2021,TH,quantile,0.025,78
1 wk ahead,46,2021,TH,quantile,0.25,94
1 wk ahead,46,2021,TH,quantile,0.5,105
1 wk ahead,46,2021,TH,quantile,0.75,112
1 wk ahead,46,2021,TH,quantile,0.975,131
2 wk ahead,47,2021,TH,point,NA,137
2 wk ahead,47,2021,TH,quantile,0.025,106
2 wk ahead,47,2021,TH,quantile,0.25,120
2 wk ahead,47,2021,TH,quantile,0.5,137
2 wk ahead,47,2021,TH,quantile,0.75,149
2 wk ahead,47,2021,TH,quantile,0.975,188
