target,target_week,target_year,location,type,quantile,value
1 wk ahead,49,2021,NW,quantile,0.5,1039
1 wk ahead,49,2021,NW,quantile,0.75,1070
1 wk ahead,49,2021,NW,quantile,0.975,1140
2 wk ahead,50,2021,NW,point,NA,983
2 wk ahead,50,2021,NW,quantile,0.025,637
2 wk ahead,50,2021,NW,quantile,0.25,820
2 wk ahead,50,2021,NW,quantile,0.5,983
2 wk ahead,50,2021,NW,quantile,0.75,1095
2 wk ahead,50,2021,NW,quantile,0.975,1275
,,,,,,
1 wk ahead,49,2021,RP,point,NA,434
1 wk ahead,49,2021,RP,quantile,0.025,389
1 wk ahead,49,2021,RP,quantile,0.25,420
1 wk ahead,49,2021,RP,quantile,0.5,434
1 wk ahead,49,2021,RP,quantile,0.75,452
1 wk ahead,49,2021,RP,quantile,0.975,487
2 wk ahead,50,2021,RP,point,NA,396
2 wk ahead,50,2021,RP,quantile,0.025,317
2 wk ahead,50,2021,RP,quantile,0.25,367
2 wk ahead,50,2021,RP,quantile,0.5,396
2 wk ahead,50,2021,RP,quantile,0.75,429
2 wk ahead,50,2021,RP,quantile,0.975,499
,,,,,,
1 wk ahead,49,2021,SL,point,NA,75
1 wk ahead,49,2021,SL,quantile,0.025,60
1 wk ahead,49,2021,SL,quantile,0.25,70
1 wk ahead,49,2021,SL,quantile,0.5,75
1 wk ahead,49,2021,SL,quantile,0.75,80
1 wk ahead,49,2021,SL,quantile,0.975,90
2 wk ahead,50,2021,SL,point,NA,68
2 wk ahead,50,2021,SL,quantile,0.025,46
2 wk ahead,50,2021,SL,quantile,0.25,54
2 wk ahead,50,2021,SL,quantile,0.5,68
2 wk ahead,50,2021,SL,quantile,0.75,81
2 wk ahead,50,2021,SL,quantile,0.975,96
,,,,,,
1 wk ahead,49,2021,SN,point,NA,904
1 wk ahead,49,2021,SN,quantile,0.025,795
1 wk ahead,49,2021,SN,quantile,0.25,856
1 wk ahead,49,2021,SN,quantile,0.5,904
1 wk ahead,49,2021,SN,quantile,0.75,956
1 wk ahead,49,2021,SN,quantile,0.975,1019
2 wk ahead,50,2021,SN,point,NA,868
2 wk ahead,50,2021,SN,quantile,0.025,611
2 wk ahead,50,2021,SN,quantile,0.25,775
2 wk ahead,50,2021,SN,quantile,0.5,868
2 wk ahead,50,2021,SN,quantile,0.75,967
2 wk ahead,50,2021,SN,quantile,0.975,1204
,,,,,,
1 wk ahead,49,2021,ST,point,NA,439
1 wk ahead,49,2021,ST,quantile,0.025,374
1 wk ahead,49,2021,ST,quantile,0.25,425
1 wk ahead,49,2021,ST,quantile,0.5,439
1 wk ahead,49,2021,ST,quantile,0.75,454
1 wk ahead,49,2021,ST,quantile,0.975,540
2 wk ahead,50,2021,ST,point,NA,338
2 wk ahead,50,2021,ST,quantile,0.025,204
2 wk ahead,50,2021,ST,quantile,0.25,294
2 wk ahead,50,2021,ST,quantile,0.5,338
2 wk ahead,50,2021,ST,quantile,0.75,386
2 wk ahead,50,2021,ST,quantile,0.975,508
,,,,,,
1 wk ahead,49,2021,SH,point,NA,48
1 wk ahead,49,2021,SH,quantile,0.025,29
1 wk ahead,49,2021,SH,quantile,0.25,41
1 wk ahead,49,2021,SH,quantile,0.5,48
1 wk ahead,49,2021,SH,quantile,0.75,53
1 wk ahead,49,2021,SH,quantile,0.975,63
2 wk ahead,50,2021,SH,point,NA,47
2 wk ahead,50,2021,SH,quantile,0.025,15
2 wk ahead,50,2021,SH,quantile,0.25,33
2 wk ahead,50,2021,SH,quantile,0.5,47
2 wk ahead,50,2021,SH,quantile,0.75,58
2 wk ahead,50,2021,SH,quantile,0.975,76
,,,,,,
1 wk ahead,49,2021,TH,point,NA,241
1 wk ahead,49,2021,TH,quantile,0.025,202
1 wk ahead,49,2021,TH,quantile,0.25,230
1 wk ahead,49,2021,TH,quantile,0.5,241
1 wk ahead,49,2021,TH,quantile,0.75,251
1 wk ahead,49,2021,TH,quantile,0.975,273
2 wk ahead,50,2021,TH,point,NA,237
2 wk ahead,50,2021,TH,quantile,0.025,122
2 wk ahead,50,2021,TH,quantile,0.25,180
2 wk ahead,50,2021,TH,quantile,0.5,213
2 wk ahead,50,2021,TH,quantile,0.75,237
2 wk ahead,50,2021,TH,quantile,0.975,276
