target,target_week,location,type,quantile,value
2 wk ahead,27,SH,quantile,0.25,-
2 wk ahead,27,SH,quantile,0.5,-
2 wk ahead,27,SH,quantile,0.75,-
2 wk ahead,27,SH,quantile,0.975,-

1 wk ahead,26,TH,point,NA,1
1 wk ahead,26,TH,quantile,0.025,0
1 wk ahead,26,TH,quantile,0.25,0
1 wk ahead,26,TH,quantile,0.5,1
1 wk ahead,26,TH,quantile,0.75,5
1 wk ahead,26,TH,quantile,0.975,15
2 wk ahead,27,TH,point,NA,0
2 wk ahead,27,TH,quantile,0.025,0
2 wk ahead,27,TH,quantile,0.25,0
2 wk ahead,27,TH,quantile,0.5,0
2 wk ahead,27,TH,quantile,0.75,9
2 wk ahead,27,TH,quantile,0.975,22
