target,target_week,target_year,location,type,quantile,value
1 wk ahead,45,2021,BW,point,NA,338
1 wk ahead,45,2021,BW,quantile,0.025,255
1 wk ahead,45,2021,BW,quantile,0.25,299
1 wk ahead,45,2021,BW,quantile,0.5,338
1 wk ahead,45,2021,BW,quantile,0.75,356
1 wk ahead,45,2021,BW,quantile,0.975,384
2 wk ahead,46,2021,BW,point,NA,456
2 wk ahead,46,2021,BW,quantile,0.025,354
2 wk ahead,46,2021,BW,quantile,0.25,399
2 wk ahead,46,2021,BW,quantile,0.5,456
2 wk ahead,46,2021,BW,quantile,0.75,496
2 wk ahead,46,2021,BW,quantile,0.975,538

1 wk ahead,45,2021,BY,point,NA,948
1 wk ahead,45,2021,BY,quantile,0.025,830
1 wk ahead,45,2021,BY,quantile,0.25,905
1 wk ahead,45,2021,BY,quantile,0.5,948
1 wk ahead,45,2021,BY,quantile,0.75,983
1 wk ahead,45,2021,BY,quantile,0.975,1054
2 wk ahead,46,2021,BY,point,NA,1170
2 wk ahead,46,2021,BY,quantile,0.025,987
2 wk ahead,46,2021,BY,quantile,0.25,1078
2 wk ahead,46,2021,BY,quantile,0.5,1170
2 wk ahead,46,2021,BY,quantile,0.75,1253
2 wk ahead,46,2021,BY,quantile,0.975,1334

1 wk ahead,45,2021,BE,point,NA,270
1 wk ahead,45,2021,BE,quantile,0.025,248
1 wk ahead,45,2021,BE,quantile,0.25,260
1 wk ahead,45,2021,BE,quantile,0.5,270
1 wk ahead,45,2021,BE,quantile,0.75,280
1 wk ahead,45,2021,BE,quantile,0.975,306
2 wk ahead,46,2021,BE,point,NA,376
2 wk ahead,46,2021,BE,quantile,0.025,322
2 wk ahead,46,2021,BE,quantile,0.25,348
2 wk ahead,46,2021,BE,quantile,0.5,376
2 wk ahead,46,2021,BE,quantile,0.75,398
2 wk ahead,46,2021,BE,quantile,0.975,431

1 wk ahead,45,2021,BB,point,NA,257
1 wk ahead,45,2021,BB,quantile,0.025,229
1 wk ahead,45,2021,BB,quantile,0.25,242
1 wk ahead,45,2021,BB,quantile,0.5,257
1 wk ahead,45,2021,BB,quantile,0.75,269
1 wk ahead,45,2021,BB,quantile,0.975,278
2 wk ahead,46,2021,BB,point,NA,402
2 wk ahead,46,2021,BB,quantile,0.025,364
2 wk ahead,46,2021,BB,quantile,0.25,377
2 wk ahead,46,2021,BB,quantile,0.5,402
2 wk ahead,46,2021,BB,quantile,0.75,423
2 wk ahead,46,2021,BB,quantile,0.975,442

1 wk ahead,45,2021,HB,point,NA,6
1 wk ahead,45,2021,HB,quantile,0.025,1
1 wk ahead,45,2021,HB,quantile,0.25,4
1 wk ahead,45,2021,HB,quantile,0.5,6
1 wk ahead,45,2021,HB,quantile,0.75,8
1 wk ahead,45,2021,HB,quantile,0.975,11
2 wk ahead,46,2021,HB,point,NA,8
2 wk ahead,46,2021,HB,quantile,0.025,0
2 wk ahead,46,2021,HB,quantile,0.25,1
2 wk ahead,46,2021,HB,quantile,0.5,8
2 wk ahead,46,2021,HB,quantile,0.75,12
2 wk ahead,46,2021,HB,quantile,0.975,19

1 wk ahead,45,2021,HH,point,NA,42
1 wk ahead,45,2021,HH,quantile,0.025,32
1 wk ahead,45,2021,HH,quantile,0.25,37
1 wk ahead,45,2021,HH,quantile,0.5,42
1 wk ahead,45,2021,HH,quantile,0.75,46
1 wk ahead,45,2021,HH,quantile,0.975,50
2 wk ahead,46,2021,HH,point,NA,51
2 wk ahead,46,2021,HH,quantile,0.025,38
2 wk ahead,46,2021,HH,quantile,0.25,42
