target,target_week,target_year,location,type,quantile,value
1 wk ahead,9,2022,NI,quantile,0.75,933
1 wk ahead,9,2022,NI,quantile,0.975,1025
2 wk ahead,10,2022,NI,point,NA,771
2 wk ahead,10,2022,NI,quantile,0.025,609
2 wk ahead,10,2022,NI,quantile,0.25,686
2 wk ahead,10,2022,NI,quantile,0.5,771
2 wk ahead,10,2022,NI,quantile,0.75,854
2 wk ahead,10,2022,NI,quantile,0.975,1013
,,,,,,
1 wk ahead,9,2022,NW,point,NA,4138
1 wk ahead,9,2022,NW,quantile,0.025,3400
1 wk ahead,9,2022,NW,quantile,0.25,3889
1 wk ahead,9,2022,NW,quantile,0.5,4138
1 wk ahead,9,2022,NW,quantile,0.75,4347
1 wk ahead,9,2022,NW,quantile,0.975,4748
2 wk ahead,10,2022,NW,point,NA,4891
2 wk ahead,10,2022,NW,quantile,0.025,2880
2 wk ahead,10,2022,NW,quantile,0.25,4312
2 wk ahead,10,2022,NW,quantile,0.5,4891
2 wk ahead,10,2022,NW,quantile,0.75,5483
2 wk ahead,10,2022,NW,quantile,0.975,6194
,,,,,,
1 wk ahead,9,2022,RP,point,NA,1312
1 wk ahead,9,2022,RP,quantile,0.025,1161
1 wk ahead,9,2022,RP,quantile,0.25,1254
1 wk ahead,9,2022,RP,quantile,0.5,1312
1 wk ahead,9,2022,RP,quantile,0.75,1373
1 wk ahead,9,2022,RP,quantile,0.975,1477
2 wk ahead,10,2022,RP,point,NA,1339
2 wk ahead,10,2022,RP,quantile,0.025,920
2 wk ahead,10,2022,RP,quantile,0.25,1213
2 wk ahead,10,2022,RP,quantile,0.5,1339
2 wk ahead,10,2022,RP,quantile,0.75,1472
2 wk ahead,10,2022,RP,quantile,0.975,1788
,,,,,,
1 wk ahead,9,2022,SL,point,NA,159
1 wk ahead,9,2022,SL,quantile,0.025,116
1 wk ahead,9,2022,SL,quantile,0.25,137
1 wk ahead,9,2022,SL,quantile,0.5,159
1 wk ahead,9,2022,SL,quantile,0.75,181
1 wk ahead,9,2022,SL,quantile,0.975,217
2 wk ahead,10,2022,SL,point,NA,228
2 wk ahead,10,2022,SL,quantile,0.025,80
2 wk ahead,10,2022,SL,quantile,0.25,162
2 wk ahead,10,2022,SL,quantile,0.5,228
2 wk ahead,10,2022,SL,quantile,0.75,294
2 wk ahead,10,2022,SL,quantile,0.975,421
,,,,,,
1 wk ahead,9,2022,SN,point,NA,534
1 wk ahead,9,2022,SN,quantile,0.025,239
1 wk ahead,9,2022,SN,quantile,0.25,451
1 wk ahead,9,2022,SN,quantile,0.5,534
1 wk ahead,9,2022,SN,quantile,0.75,643
1 wk ahead,9,2022,SN,quantile,0.975,914
2 wk ahead,10,2022,SN,point,NA,640
2 wk ahead,10,2022,SN,quantile,0.025,133
2 wk ahead,10,2022,SN,quantile,0.25,411
2 wk ahead,10,2022,SN,quantile,0.5,640
2 wk ahead,10,2022,SN,quantile,0.75,891
2 wk ahead,10,2022,SN,quantile,0.975,1239
,,,,,,
1 wk ahead,9,2022,ST,point,NA,569
1 wk ahead,9,2022,ST,quantile,0.025,433
1 wk ahead,9,2022,ST,quantile,0.25,514
1 wk ahead,9,2022,ST,quantile,0.5,569
1 wk ahead,9,2022,ST,quantile,0.75,630
1 wk ahead,9,2022,ST,quantile,0.975,726
2 wk ahead,10,2022,ST,point,NA,595
2 wk ahead,10,2022,ST,quantile,0.025,261
2 wk ahead,10,2022,ST,quantile,0.25,486
2 wk ahead,10,2022,ST,quantile,0.5,595
2 wk ahead,10,2022,ST,quantile,0.75,712
2 wk ahead,10,2022,ST,quantile,0.975,951
,,,,,,
1 wk ahead,9,2022,SH,point,NA,327
1 wk ahead,9,2022,SH,quantile,0.025,266
1 wk ahead,9,2022,SH,quantile,0.25,298
1 wk ahead,9,2022,SH,quantile,0.5,327
1 wk ahead,9,2022,SH,quantile,0.75,348
1 wk ahead,9,2022,SH,quantile,0.975,372
2 wk ahead,10,2022,SH,point,NA,355
2 wk ahead,10,2022,SH,quantile,0.025,188
2 wk ahead,10,2022,SH,quantile,0.25,276
2 wk ahead,10,2022,SH,quantile,0.5,355
2 wk ahead,10,2022,SH,quantile,0.75,429
2 wk ahead,10,2022,SH,quantile,0.975,500
,,,,,,
1 wk ahead,9,2022,TH,point,NA,593
1 wk ahead,9,2022,TH,quantile,0.025,472
1 wk ahead,9,2022,TH,quantile,0.25,550
1 wk ahead,9,2022,TH,quantile,0.5,593
1 wk ahead,9,2022,TH,quantile,0.75,628
1 wk ahead,9,2022,TH,quantile,0.975,658
2 wk ahead,10,2022,TH,point,NA,625
2 wk ahead,10,2022,TH,quantile,0.025,447
2 wk ahead,10,2022,TH,quantile,0.25,538
2 wk ahead,10,2022,TH,quantile,0.5,625
2 wk ahead,10,2022,TH,quantile,0.75,708
2 wk ahead,10,2022,TH,quantile,0.975,765
