"data_date";"key";"date";"schools_closed";"schools_closed_perc";"schools_limited";"schools_limited_perc";"schools_limited_distance";"schools_limited_distance_perc";"schools_total";"students_infected";"students_infected_perc";"students_quarantine";"students_quarantine_perc";"students_total";"teacher_infected";"teacher_infected_perc";"teacher_quarantine";"teacher_quarantine_perc";"teacher_total";"students_perc";"teacher_perc"
"2021-09-09";"bl_sn";"2021-09-11";NA;NA;NA;NA;NA;NA;"1377";"197";"4,77047247049935e-02";"273";"6,61085778906763e-02";"412957";"20";"6,49034561090378e-02";"7";"2,27162096381632e-02";"30815";"0,047704724704993498";"0,06490345610903780"
"2021-09-09";"bl_st";"2021-09-11";"0";"0,00000000000000e+00";"12";"2,20588235294118e+00";"10";"1,83823529411765e+00";"544";"104";"6,85830349311862e-02";"468";"3,08623657190338e-01";"151641";"4";"3,57079093019104e-02";"4";"3,57079093019104e-02";"11202";"0,068583034931186157";"0,03570790930191037"
"2021-09-09";"bl_sh";"2021-09-11";"0";"0,00000000000000e+00";"2";"2,23713646532438e-01";"2";"2,23713646532438e-01";"894";"272";"7,17437692382764e-02";"585";"1,54301856633793e-01";"379127";"9";"2,90641348575857e-02";"9";"2,90641348575857e-02";"30966";"0,071743769238276356";"0,02906413485758574"
"2021-09-09";"bl_th";"2021-09-11";"0";"0,00000000000000e+00";"1";"9,37207122774133e-02";"1";"9,37207122774133e-02";"1067";"22";"8,92458723784025e-03";"162";"6,57174151150055e-02";"246510";"12";"5,69476082004556e-02";"56";"2,65755504935459e-01";"21072";"0,008924587237840250";"0,05694760820045558"
"2021-09-09";"bereinigter_anteil";NA;NA;"1,82692893246453e-02";NA;"2,99007368613361e+00";NA;"2,75951627302979e+00";NA;NA;"2,01769076438680e-01";NA;"8,30536073125328e-01";NA;NA;"7,20622786408107e-02";NA;"1,49541777838710e-01";NA;NA;NA
"2021-09-09";"bereinigte_bezugsgrosse";NA;NA;"1,64210000000000e+04";NA;"1,64210000000000e+04";NA;"1,23210000000000e+04";NA;NA;"6,84594500000000e+06";NA;"5,74520500000000e+06";NA;NA;"5,70340000000000e+05";NA;"4,74115000000000e+05";NA;NA;NA
"2021-09-02";"bl_bw";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bl_by";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bl_be";"2021-09-04";"0";"0,00000000000000e+00";"42";"5,12820512820513e+00";"42";"5,12820512820513e+00";"819";"1057";"2,42687796041227e-01";"2825";"6,48621593014632e-01";"435539";"57";"1,17525773195876e-01";"58";"1,19587628865979e-01";"48500";"0,242687796041227061";"0,11752577319587627"
"2021-09-02";"bl_bb";"2021-09-04";"2";"2,16684723726977e-01";"62";"6,71722643553629e+00";"62";"6,71722643553629e+00";"923";"318";"1,06818945246893e-01";"2767";"9,29459187101109e-01";"297700";"25";"1,00000000000000e-01";"72";"2,88000000000000e-01";"25000";"0,106818945246892838";"0,10000000000000001"
"2021-09-02";"bl_hb";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bl_hh";"2021-09-04";"0";"0,00000000000000e+00";"43";"9,09090909090909e+00";"43";"9,09090909090909e+00";"473";"451";"1,75339014680269e-01";"1964";"7,63560587210749e-01";"257216";"11";"4,98030515687961e-02";"8";"3,62204011409426e-02";"22087";"0,175339014680268718";"0,04980305156879612"
"2021-09-02";"bl_he";"2021-09-04";"0";"0,00000000000000e+00";"22";"1,21816168327796e+00";"22";"1,21816168327796e+00";"1806";"144";"1,89100459619173e-02";"300";"3,93959290873276e-02";"761500";"2";"3,27971007362949e-03";"17";"2,78775356258507e-02";"60981";"0,018910045961917268";"0,00327971007362949"
"2021-09-02";"bl_mv";"2021-09-01";"0";"0,00000000000000e+00";"16";"3,17460317460317e+00";"16";"3,17460317460317e+00";"504";"84";"5,13447432762836e-02";"529";"3,23349633251834e-01";"163600";"5";"3,75939849624060e-02";"4";"3,00751879699248e-02";"13300";"0,051344743276283619";"0,03759398496240602"
"2021-09-02";"bl_ni";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bl_nw";"2021-09-03";"1";"2,52780586450961e-02";"181";"4,57532861476239e+00";"0";"0,00000000000000e+00";"3956";"9330";"5,00584820422573e-01";"40059";"2,14929553283042e+00";"1863820";"139";"1,02869237657542e-01";"290";"2,14619272810698e-01";"135123";"0,500584820422573018";"0,10286923765754166"
"2021-09-02";"bl_rp";"2021-09-04";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"1590";"1266";"2,43128639247799e-01";"2688";"5,16216257739403e-01";"520712";"34";"6,74389082830847e-02";"27";"5,35544271659791e-02";"50416";"0,243128639247799150";"0,06743890828308474"
"2021-09-02";"bl_sl";"2021-09-04";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"302";"59";"5,03662221918697e-02";"169";"1,44269348312305e-01";"117142";"3";"3,09023485784920e-02";"3";"3,09023485784920e-02";"9708";"0,050366222191869696";"0,03090234857849196"
"2021-09-02";"bl_sn";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bl_st";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bl_sh";"2021-09-04";"0";"0,00000000000000e+00";"3";"3,35570469798658e-01";"3";"3,35570469798658e-01";"894";"272";"7,17437692382764e-02";"550";"1,45070121621515e-01";"379127";"0";"0,00000000000000e+00";"8";"2,58347865400762e-02";"30966";"0,071743769238276356";"0,00000000000000000"
"2021-09-02";"bl_th";"2021-09-04";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-09-02";"bereinigter_anteil";NA;NA;"2,66264311706754e-02";NA;"3,27505103399308e+00";NA;"2,57146765148407e+00";NA;NA;"2,70642963116166e-01";NA;"1,08104986368818e+00";NA;NA;"6,96827164140668e-02";NA;"1,22954648165401e-01";NA;NA;NA
"2021-09-02";"bereinigte_bezugsgrosse";NA;NA;"1,12670000000000e+04";NA;"1,12670000000000e+04";NA;"7,31100000000000e+03";NA;NA;"4,79635600000000e+06";NA;"4,79635600000000e+06";NA;NA;"3,96081000000000e+05";NA;"3,96081000000000e+05";NA;NA;NA
"2021-08-26";"bl_bw";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_by";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_be";"2021-08-28";"0";"0,00000000000000e+00";"77";"9,40170940170940e+00";"77";"9,40170940170940e+00";"819";"1036";"2,37866184199348e-01";"4060";"9,32178289429879e-01";"435539";"43";"8,86597938144330e-02";"95";"1,95876288659794e-01";"48500";"0,237866184199348379";"0,08865979381443299"
"2021-08-26";"bl_bb";"2021-08-28";"0";"0,00000000000000e+00";"60";"6,50054171180932e+00";"60";"6,50054171180932e+00";"923";"268";"9,00235136042996e-02";"2660";"8,93516963385959e-01";"297700";"12";"4,80000000000000e-02";"56";"2,24000000000000e-01";"25000";"0,090023513604299624";"0,04800000000000000"
"2021-08-26";"bl_hb";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_hh";"2021-08-28";"0";"0,00000000000000e+00";"50";"1,05708245243129e+01";"50";"1,05708245243129e+01";"473";"437";"1,69896118437422e-01";"2192";"8,52202040308534e-01";"257216";"10";"4,52755014261783e-02";"6";"2,71653008557070e-02";"22087";"0,169896118437422250";"0,04527550142617830"
"2021-08-26";"bl_he";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_mv";"2021-08-25";"0";"0,00000000000000e+00";"11";"2,18253968253968e+00";"11";"2,18253968253968e+00";"504";"85";"5,19559902200489e-02";"413";"2,52444987775061e-01";"163600";"2";"1,50375939849624e-02";"5";"3,75939849624060e-02";"13300";"0,051955990220048896";"0,01503759398496241"
"2021-08-26";"bl_ni";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_nw";"2021-08-28";"1";"2,50815149235014e-02";"122";"3,05994482066717e+00";"0";"0,00000000000000e+00";"3987";"6561";"3,54687376675724e-01";"30018";"1,62277178372990e+00";"1849798";"112";"8,30029273353837e-02";"286";"2,11953903731426e-01";"134935";"0,354687376675723531";"0,08300292733538370"
"2021-08-26";"bl_rp";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_sl";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_sn";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_st";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bl_sh";"2021-08-28";"0";"0,00000000000000e+00";"5";"5,59284116331096e-01";"5";"5,59284116331096e-01";"894";"280";"7,38538800982257e-02";"731";"1,92811379827868e-01";"379127";"2";"6,45869663501905e-03";"12";"3,87521798101143e-02";"30966";"0,073853880098225660";"0,00645869663501905"
"2021-08-26";"bl_th";"2021-08-28";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-26";"bereinigter_anteil";NA;NA;"1,31578947368421e-02";NA;"4,27631578947368e+00";NA;"5,61859950179906e+00";NA;NA;"2,56194242945569e-01";NA;"1,18457691148041e+00";NA;NA;"6,58689607988704e-02";NA;"1,67401778825858e-01";NA;NA;NA
"2021-08-26";"bereinigte_bezugsgrosse";NA;NA;"7,60000000000000e+03";NA;"7,60000000000000e+03";NA;"3,61300000000000e+03";NA;NA;"3,38298000000000e+06";NA;"3,38298000000000e+06";NA;NA;"2,74788000000000e+05";NA;"2,74788000000000e+05";NA;NA;NA
"2021-08-19";"bl_bw";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_by";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_be";"2021-08-21";"0";"0,00000000000000e+00";"62";"7,57020757020757e+00";"62";"7,57020757020757e+00";"819";"742";"1,70363618413047e-01";"3472";"7,97173157857276e-01";"435539";"31";"6,39175257731959e-02";"78";"1,60824742268041e-01";"48500";"0,170363618413046813";"0,06391752577319589"
"2021-08-19";"bl_bb";"2021-08-21";"1";"1,08342361863489e-01";"42";"4,55037919826652e+00";"42";"4,55037919826652e+00";"923";"200";"6,71817265703729e-02";"2441";"8,19952972791401e-01";"297700";"14";"5,60000000000000e-02";"79";"3,16000000000000e-01";"25000";"0,067181726570372857";"0,05599999999999999"
"2021-08-19";"bl_hb";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_hh";"2021-08-21";"0";"0,00000000000000e+00";"36";"7,61099365750529e+00";"36";"7,61099365750529e+00";"473";"379";"1,47346976859915e-01";"1558";"6,05716596168201e-01";"257216";"9";"4,07479512835605e-02";"3";"1,35826504278535e-02";"22087";"0,147346976859915407";"0,04074795128356046"
"2021-08-19";"bl_he";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_mv";"2021-08-18";"0";"0,00000000000000e+00";"5";"9,92063492063492e-01";"5";"9,92063492063492e-01";"504";"85";"5,19559902200489e-02";"306";"1,87041564792176e-01";"163600";"4";"3,00751879699248e-02";"0";"0,00000000000000e+00";"13300";"0,051955990220048896";"0,03007518796992481"
"2021-08-19";"bl_ni";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_nw";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_rp";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_sl";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_sn";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_st";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bl_sh";"2021-08-21";"0";"0,00000000000000e+00";"7";"7,82997762863535e-01";"7";"7,82997762863535e-01";"894";"368";"9,70650995576680e-02";"1172";"3,09131240982573e-01";"379127";"0";"0,00000000000000e+00";"2";"6,45869663501905e-03";"30966";"0,097065099557668011";"0,00000000000000000"
"2021-08-19";"bl_th";"2021-08-21";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-19";"bereinigter_anteil";NA;NA;"2,76778300581234e-02";NA;"4,20703016883476e+00";NA;"4,20703016883476e+00";NA;NA;"1,15707071958841e-01";NA;"5,83688042254605e-01";NA;NA;"4,14721171515806e-02";NA;"1,15835913423380e-01";NA;NA;NA
"2021-08-19";"bereinigte_bezugsgrosse";NA;NA;"3,61300000000000e+03";NA;"3,61300000000000e+03";NA;"3,61300000000000e+03";NA;NA;"1,53318200000000e+06";NA;"1,53318200000000e+06";NA;NA;"1,39853000000000e+05";NA;"1,39853000000000e+05";NA;NA;NA
"2021-08-12";"bl_bw";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_by";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_be";"2021-08-14";"0";"0,00000000000000e+00";"7";"8,54700854700855e-01";"7";"8,54700854700855e-01";"819";"157";"3,60472885321406e-02";"805";"1,84828453938683e-01";"435539";"13";"2,68041237113402e-02";"25";"5,15463917525773e-02";"48500";"0,036047288532140634";"0,02680412371134020"
"2021-08-12";"bl_bb";"2021-08-14";"0";"0,00000000000000e+00";"10";"1,08342361863489e+00";"10";"1,08342361863489e+00";"923";"84";"2,82163251595566e-02";"789";"2,65031911320121e-01";"297700";"6";"2,40000000000000e-02";"17";"6,80000000000000e-02";"25000";"0,028216325159556598";"0,02400000000000000"
"2021-08-12";"bl_hb";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_hh";"2021-08-14";"0";"0,00000000000000e+00";"10";"2,11416490486258e+00";"10";"2,11416490486258e+00";"473";"280";"1,08857924856930e-01";"401";"1,55900099527246e-01";"257216";"6";"2,71653008557070e-02";"2";"9,05510028523566e-03";"22087";"0,108857924856929592";"0,02716530085570698"
"2021-08-12";"bl_he";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_mv";"2021-08-11";"0";"0,00000000000000e+00";"2";"3,96825396825397e-01";"2";"3,96825396825397e-01";"504";"60";"3,66748166259169e-02";"189";"1,15525672371638e-01";"163600";"2";"1,50375939849624e-02";"12";"9,02255639097744e-02";"13300";"0,036674816625916873";"0,01503759398496241"
"2021-08-12";"bl_ni";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_nw";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_rp";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_sl";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_sn";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_st";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bl_sh";"2021-08-14";"0";"0,00000000000000e+00";"11";"1,23042505592841e+00";"11";"1,23042505592841e+00";"894";"320";"8,44044343979722e-02";"1214";"3,20209322997307e-01";"379127";"1";"3,22934831750953e-03";"19";"6,13576180326810e-02";"30966";"0,084404434397972183";"0,00322934831750953"
"2021-08-12";"bl_th";"2021-08-14";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-12";"bereinigter_anteil";NA;NA;"0,00000000000000e+00";NA;"1,10711320232494e+00";NA;"1,10711320232494e+00";NA;NA;"5,87666695799977e-02";NA;"2,21630569625785e-01";NA;NA;"2,00210220731768e-02";NA;"5,36277376960094e-02";NA;NA;NA
"2021-08-12";"bereinigte_bezugsgrosse";NA;NA;"3,61300000000000e+03";NA;"3,61300000000000e+03";NA;"3,61300000000000e+03";NA;NA;"1,53318200000000e+06";NA;"1,53318200000000e+06";NA;NA;"1,39853000000000e+05";NA;"1,39853000000000e+05";NA;NA;NA
"2021-08-05";"bl_bw";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_by";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_be";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_bb";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_hb";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_hh";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_he";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_mv";"2021-08-04";"0";"0,00000000000000e+00";"2";"3,96825396825397e-01";"2";"3,96825396825397e-01";"504";"18";"1,10024449877751e-02";"60";"3,66748166259169e-02";"163600";"0";"0,00000000000000e+00";"1";"7,51879699248120e-03";"13300";"0,011002444987775062";"0,00000000000000000"
"2021-08-05";"bl_ni";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_nw";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_rp";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_sl";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_sn";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_st";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bl_sh";"2021-08-07";"0";"0,00000000000000e+00";"3";"3,35570469798658e-01";"3";"3,35570469798658e-01";"894";"210";"5,53904100736692e-02";"623";"1,64324883218552e-01";"379127";"2";"6,45869663501905e-03";"8";"2,58347865400762e-02";"30966";"0,055390410073669245";"0,00645869663501905"
"2021-08-05";"bl_th";"2021-08-07";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-08-05";"bereinigter_anteil";NA;NA;"0,00000000000000e+00";NA;"3,57653791130186e-01";NA;"3,57653791130186e-01";NA;NA;"4,20100713618449e-02";NA;"1,25845959386579e-01";NA;NA;"4,51814033343876e-03";NA;"2,03316315004744e-02";NA;NA;NA
"2021-08-05";"bereinigte_bezugsgrosse";NA;NA;"1,39800000000000e+03";NA;"1,39800000000000e+03";NA;"1,39800000000000e+03";NA;NA;"5,42727000000000e+05";NA;"5,42727000000000e+05";NA;NA;"4,42660000000000e+04";NA;"4,42660000000000e+04";NA;NA;NA
"2021-07-29";"bl_bw";"2021-07-30";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"41";"9,23007654209815e-01";"4442";"121";"8,19732658758843e-03";"1627";"1,10223556677739e-01";"1476091";"5";"3,65571900681426e-03";"28";"2,04720264381599e-02";"136772";"0,008197326587588434";"0,00365571900681426"
"2021-07-29";"bl_by";"2021-07-31";"1";"1,78794922224209e-02";"246";"4,39835508671554e+00";NA;NA;"5593";"417";"2,80453783637640e-02";"3039";"2,04388261025129e-01";"1486876";"51";"3,16724939915416e-02";"126";"7,82496910379263e-02";"161023";"0,028045378363764025";"0,03167249399154158"
"2021-07-29";"bl_be";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_bb";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_hb";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_hh";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_he";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_mv";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_ni";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_nw";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_rp";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_sl";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_sn";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_st";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_sh";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bl_th";"2021-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2021-07-29";"bereinigter_anteil";NA;NA;"1,78794922224209e-02";NA;"4,39835508671554e+00";NA;"9,23007654209815e-01";NA;NA;"1,81574752604400e-02";NA;"1,57477285437199e-01";NA;NA;"1,88048825534344e-02";NA;"5,17134270219446e-02";NA;NA;NA
"2021-07-29";"bereinigte_bezugsgrosse";NA;NA;"5,59300000000000e+03";NA;"5,59300000000000e+03";NA;"4,44200000000000e+03";NA;NA;"2,96296700000000e+06";NA;"2,96296700000000e+06";NA;NA;"2,97795000000000e+05";NA;"2,97795000000000e+05";NA;NA;NA
"2021-07-22";"bl_bw";"2021-07-23";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"33";"7,42908599729851e-01";"4442";"96";"6,50366406949165e-03";"1197";"8,10925613664740e-02";"1476091";"2";"1,46228760272570e-03";"20";"1,46228760272570e-02";"136772";"0,006503664069491650";"0,00146228760272570"
"2021-07-22";"bl_by";"2021-07-24";"1";"1,78794922224209e-02";"251";"4,48775254782764e+00";NA;NA;"5593";"367";"2,46358327179969e-02";"2943";"1,97556555011076e-01";"1489700";"52";"3,22915178876379e-02";"138";"8,56967205479622e-02";"161033";"0,024635832717996912";"0,03229151788763793"
"2021-07-22";"bl_be";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_bb";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_hb";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_hh";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_he";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_mv";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_ni";"2021-07-23";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"3219";"97";"8,81225357486782e-03";"0";"0,00000000000000e+00";"1100740";"3";"3,11769290724864e-03";"0";"0,00000000000000e+00";"96225";"0,008812253574867816";"0,00311769290724864"
"2021-07-22";"bl_nw";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-07-22";"bl_rp";"2021-07-24";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
