"data_date";"key";"date";"schools_closed";"schools_closed_perc";"schools_limited";"schools_limited_perc";"schools_limited_distance";"schools_limited_distance_perc";"schools_total";"students_infected";"students_infected_perc";"students_quarantine";"students_quarantine_perc";"students_total";"teacher_infected";"teacher_infected_perc";"teacher_quarantine";"teacher_quarantine_perc";"teacher_total";"students_perc";"teacher_perc"
"2021-12-02";"bl_st";"2021-12-04";"3";"4,29799426934097e-01";"117";"1,67621776504298e+01";"93";"1,33237822349570e+01";"698";"6403";"3,30743721396324e+00";"5500";"2,84099713834106e+00";"193594";"559";"3,76152345064262e+00";"154";"1,03626943005181e+00";"14861";"3,307437213963242861";"3,76152345064262184"
"2021-12-02";"bl_sh";"2021-12-04";"0";"0,00000000000000e+00";"3";"3,35570469798658e-01";"3";"3,35570469798658e-01";"894";"777";"2,04944517272576e-01";"659";"1,73820382088324e-01";"379127";"39";"1,25944584382872e-01";"24";"7,75043596202286e-02";"30966";"0,204944517272576204";"0,12594458438287154"
"2021-12-02";"bl_th";"2021-12-04";"3";"2,81162136832240e-01";"256";"2,39925023430178e+01";"254";"2,38050609184630e+01";"1067";"1943";"7,77262180974478e-01";"6576";"2,63061044883591e+00";"249980";"235";"1,12257571414923e+00";"304";"1,45218305149518e+00";"20934";"0,777262180974477968";"1,12257571414923096"
"2021-12-02";"bereinigter_anteil";NA;NA;"3,55930800430428e-01";NA;"6,31570234252131e+00";NA;"5,70367422735111e+00";NA;NA;"1,02229137353870e+00";NA;"1,66694432728219e+00";NA;NA;"8,71539682450026e-01";NA;"5,07610996337089e-01";NA;NA;NA
"2021-12-02";"bereinigte_bezugsgrosse";NA;NA;"2,41620000000000e+04";NA;"2,41620000000000e+04";NA;"1,50780000000000e+04";NA;NA;"1,00745250000000e+07";NA;"8,97378500000000e+06";NA;NA;"8,85215000000000e+05";NA;"7,88990000000000e+05";NA;NA;NA
"2021-11-25";"bl_bw";"2021-11-26";"0";NA;"0";"0,00000000000000e+00";"170";"3,82969137193062e+00";"4439";"10274";"7,00231047620346e-01";"11388";"7,76156430825433e-01";"1467230";"779";"5,65492610122245e-01";"538";"3,90545602369407e-01";"137756";"0,700231047620345826";"0,56549261012224517"
"2021-11-25";"bl_by";"2021-11-27";"1";"1,69319336268202e-02";"490";"8,29664747714189e+00";NA;NA;"5906";"23662";"1,48147313350789e+00";"34719";"2,17374971356016e+00";"1597194";"1673";"1,01374893201883e+00";"555";"3,36300452642231e-01";"165031";"1,481473133507889450";"1,01374893201883287"
"2021-11-25";"bl_be";"2021-11-27";"0";"0,00000000000000e+00";"76";"9,20096852300242e+00";"76";"9,20096852300242e+00";"826";"5366";"1,21539653274504e+00";"6839";"1,54903035546838e+00";"441502";"574";"1,16904276985743e+00";"239";"4,86761710794297e-01";"49100";"1,215396532745038449";"1,16904276985743394"
"2021-11-25";"bl_bb";"2021-11-27";"2";"2,16684723726977e-01";"81";"8,77573131094258e+00";"81";"8,77573131094258e+00";"923";"6182";"2,07658716829023e+00";"8557";"2,87437017131340e+00";"297700";"490";"1,96000000000000e+00";"197";"7,88000000000000e-01";"25000";"2,076587168290224827";"1,95999999999999996"
"2021-11-25";"bl_hb";"2021-11-27";"0";"0,00000000000000e+00";"2";"1,11111111111111e+00";"2";"1,11111111111111e+00";"180";"305";"3,57607663356353e-01";"147";"1,72355168896341e-01";"85289";"18";"1,71969045571797e-01";"8";"7,64306869207987e-02";"10467";"0,357607663356353134";"0,17196904557179707"
"2021-11-25";"bl_hh";"2021-11-27";"0";"0,00000000000000e+00";"10";"2,11416490486258e+00";"10";"2,11416490486258e+00";"473";"774";"3,00914406568798e-01";"663";"2,57760014929087e-01";"257216";"55";"2,49116767823172e-01";"4";"1,81175831144125e-02";"22078";"0,300914406568798198";"0,24911676782317238"
"2021-11-25";"bl_he";"2021-11-27";"1";"5,54016620498615e-02";"62";"3,43490304709141e+00";"62";"3,43490304709141e+00";"1805";"318";"4,18200946870068e-02";"2990";"3,93214097843240e-01";"760400";"21";"3,39087048489448e-02";"218";"3,52004650336665e-01";"61931";"0,041820094687006835";"0,03390870484894479"
"2021-11-25";"bl_mv";"2021-11-24";"0";"0,00000000000000e+00";"16";"3,17460317460317e+00";"16";"3,17460317460317e+00";"504";"435";"2,65892420537897e-01";"1277";"7,80562347188264e-01";"163600";"23";"1,72932330827068e-01";"28";"2,10526315789474e-01";"13300";"0,265892420537897300";"0,17293233082706766"
"2021-11-25";"bl_ni";"2021-11-27";"6";"1,86393289841566e-01";"0";"0,00000000000000e+00";NA;NA;"3219";"2928";"2,66002870796010e-01";NA;NA;"1100740";"195";"2,02650038971161e-01";NA;NA;"96225";"0,266002870796009927";"0,20265003897116132"
"2021-11-25";"bl_nw";"2021-11-26";"0";"0,00000000000000e+00";"143";"3,28207482212532e+00";"0";"0,00000000000000e+00";"4357";"14145";"7,04937101370404e-01";"30100";"1,50007824328379e+00";"2006562";"1010";"6,92036780727118e-01";"779";"5,33759061570718e-01";"145946";"0,704937101370403663";"0,69203678072711827"
"2021-11-25";"bl_rp";"2021-11-27";"4";"2,51572327044025e-01";"120";"7,54716981132075e+00";"120";"7,54716981132075e+00";"1590";"4900";"9,41019219837453e-01";"31544";"6,05785923888829e+00";"520712";"395";"7,83481434465249e-01";"805";"1,59671532846715e+00";"50416";"0,941019219837453291";"0,78348143446524909"
"2021-11-25";"bl_sl";"2021-11-27";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"302";"1137";"9,70616858172133e-01";"3093";"2,64038517355005e+00";"117142";"93";"9,57972805933251e-01";"115";"1,18459002884219e+00";"9708";"0,970616858172133057";"0,95797280593325085"
"2021-11-25";"bl_sn";"2021-11-27";"121";"8,78721859114016e+00";"220";"1,59767610748003e+01";NA;NA;"1377";"15083";"3,65243838946912e+00";"9301";"2,25229261157941e+00";"412957";"1288";"4,17978257342203e+00";"174";"5,64660068148629e-01";"30815";"3,652438389469121915";"4,17978257342203463"
"2021-11-25";"bl_st";"2021-11-27";"2";"2,71370420624152e-01";"77";"1,04477611940299e+01";"69";"9,36227951153324e+00";"737";"6052";"2,92231622049677e+00";"5310";"2,56402827674122e+00";"207096";"487";"3,08344941116880e+00";"149";"9,43396226415094e-01";"15794";"2,922316220496774530";"3,08344941116879845"
"2021-11-25";"bl_sh";"2021-11-27";"0";"0,00000000000000e+00";"2";"2,23713646532438e-01";"2";"2,23713646532438e-01";"894";"727";"1,91756324397893e-01";"621";"1,63797355503565e-01";"379127";"46";"1,48550022605438e-01";"28";"9,04217528902667e-02";"30966";"0,191756324397893058";"0,14855002260543823"
"2021-11-25";"bl_th";"2021-11-27";"3";"2,81162136832240e-01";"165";"1,54639175257732e+01";"168";"1,57450796626054e+01";"1067";"1199";"4,79638371069686e-01";"5191";"2,07656612529002e+00";"249980";"160";"7,64306869207987e-01";"235";"1,12257571414923e+00";"20934";"0,479638371069685598";"0,76430686920798707"
"2021-11-25";"bereinigter_anteil";NA;NA;"5,79470198675497e-01";NA;"6,05960264900662e+00";NA;"5,13329364291857e+00";NA;NA;"9,28883623710274e-01";NA;"1,69282641657073e+00";NA;NA;"8,25214265466697e-01";NA;"5,15938077294417e-01";NA;NA;NA
"2021-11-25";"bereinigte_bezugsgrosse";NA;NA;"2,41600000000000e+04";NA;"2,41600000000000e+04";NA;"1,51170000000000e+04";NA;NA;"1,00644470000000e+07";NA;"8,96370700000000e+06";NA;NA;"8,85467000000000e+05";NA;"7,89242000000000e+05";NA;NA;NA
"2021-11-18";"bl_bw";"2021-11-19";"0";NA;"0";"0,00000000000000e+00";"51";"1,14890741157918e+00";"4439";"6763";"4,60936594807903e-01";"6369";"4,34083272561221e-01";"1467230";"552";"4,00708499085339e-01";"430";"3,12146113417927e-01";"137756";"0,460936594807903333";"0,40070849908533923"
"2021-11-18";"bl_by";"2021-11-20";"2";"3,39847068819031e-02";"329";"5,59048428207307e+00";NA;NA;"5885";"20210";"1,26937428829305e+00";"29759";"1,86913950743755e+00";"1592123";"1519";"9,25677652106084e-01";"453";"2,76057917316693e-01";"164096";"1,269374288293052766";"0,92567765210608410"
"2021-11-18";"bl_be";"2021-11-20";"0";"0,00000000000000e+00";"98";"1,18644067796610e+01";"98";"1,18644067796610e+01";"826";"4952";"1,12162572309978e+00";"7006";"1,58685577868277e+00";"441502";"557";"1,13441955193483e+00";"232";"4,72505091649695e-01";"49100";"1,121625723099782146";"1,13441955193482680"
"2021-11-18";"bl_bb";"2021-11-20";"3";"3,25027085590466e-01";"108";"1,17009750812568e+01";"108";"1,17009750812568e+01";"923";"4813";"1,61672824991602e+00";"10090";"3,38931810547531e+00";"297700";"376";"1,50400000000000e+00";"218";"8,72000000000000e-01";"25000";"1,616728249916022930";"1,50400000000000000"
"2021-11-18";"bl_hb";"2021-11-20";"0";"0,00000000000000e+00";"1";"5,55555555555556e-01";"1";"5,55555555555556e-01";"180";"208";"2,43865264441396e-01";"123";"1,44208786184095e-01";"85293";"12";"1,14274830968479e-01";"5";"4,76145129035330e-02";"10501";"0,243865264441396140";"0,11427483096847919"
"2021-11-18";"bl_hh";"2021-11-20";"0";"0,00000000000000e+00";"17";"3,59408033826638e+00";"17";"3,59408033826638e+00";"473";"718";"2,79142821597412e-01";"1036";"4,02774321970639e-01";"257216";"53";"2,39960157558745e-01";"5";"2,26377507130891e-02";"22087";"0,279142821597412327";"0,23996015755874495"
"2021-11-18";"bl_he";"2021-11-20";"1";"5,54016620498615e-02";"44";"2,43767313019391e+00";"44";"2,43767313019391e+00";"1805";"262";"3,44555497106786e-02";"2422";"3,18516570226197e-01";"760400";"17";"2,74499039253363e-02";"166";"2,68040238329754e-01";"61931";"0,034455549710678587";"0,02744990392533626"
"2021-11-18";"bl_mv";"2021-11-17";"0";"0,00000000000000e+00";"22";"4,36507936507936e+00";"22";"4,36507936507936e+00";"504";"286";"1,74816625916870e-01";"1131";"6,91320293398533e-01";"163600";"18";"1,35338345864662e-01";"23";"1,72932330827068e-01";"13300";"0,174816625916870416";"0,13533834586466165"
"2021-11-18";"bl_ni";"2021-11-20";"4";"1,24262193227710e-01";"1";"3,10655483069276e-02";NA;NA;"3219";"2013";"1,82876973672257e-01";NA;NA;"1100740";"144";"1,49649259547935e-01";NA;NA;"96225";"0,182876973672256832";"0,14964925954793451"
"2021-11-18";"bl_nw";"2021-11-19";"1";"2,32288037166086e-02";"112";"2,60162601626016e+00";"0";"0,00000000000000e+00";"4305";"10559";"5,31451200508953e-01";"23372";"1,17634979243255e+00";"1986824";"683";"4,72494327300902e-01";"544";"3,76335159665726e-01";"144552";"0,531451200508953003";"0,47249432730090213"
"2021-11-18";"bl_rp";"2021-11-20";"4";"2,51572327044025e-01";"92";"5,78616352201258e+00";"92";"5,78616352201258e+00";"1590";"3589";"6,89248567346249e-01";"24320";"4,67052804621365e+00";"520712";"316";"6,26785147572199e-01";"763";"1,51340844176452e+00";"50416";"0,689248567346248953";"0,62678514757219927"
"2021-11-18";"bl_sl";"2021-11-20";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"302";"657";"5,60857762373871e-01";"1676";"1,43074217616226e+00";"117142";"53";"5,45941491553358e-01";"71";"7,31355583024310e-01";"9708";"0,560857762373870972";"0,54594149155335803"
"2021-11-18";"bl_sn";"2021-11-20";"50";"3,63108206245461e+00";"53";"3,84894698620189e+00";"48";"3,48583877995643e+00";"1377";"12301";"2,97876050048794e+00";"12251";"2,96665270233947e+00";"412957";"936";"3,03748174590297e+00";"248";"8,04802855752069e-01";"30815";"2,978760500487944274";"3,03748174590296927"
"2021-11-18";"bl_st";"2021-11-20";"1";"1,40845070422535e-01";"38";"5,35211267605634e+00";"37";"5,21126760563380e+00";"710";"3699";"1,85258455328121e+00";"3156";"1,58063175186686e+00";"199667";"295";"1,93900354936243e+00";"92";"6,04706191665571e-01";"15214";"1,852584553281213298";"1,93900354936242936"
"2021-11-18";"bl_sh";"2021-11-20";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"894";"695";"1,83315880958096e-01";"593";"1,56411967493742e-01";"379127";"38";"1,22715236065362e-01";"20";"6,45869663501905e-02";"30966";"0,183315880958095839";"0,12271523606536200"
"2021-11-18";"bl_th";"2021-11-20";"0";"0,00000000000000e+00";"82";"7,68509840674789e+00";"82";"7,68509840674789e+00";"1067";"701";"2,80422433794704e-01";"2549";"1,01968157452596e+00";"249980";"101";"4,82468711187542e-01";"135";"6,44883920894239e-01";"20934";"0,280422433794703607";"0,48246871118754181"
"2021-11-18";"bereinigter_anteil";NA;NA;"2,74314214463840e-01";NA;"4,14380714879468e+00";NA;"3,97614314115308e+00";NA;NA;"7,21934432612226e-01";NA;"1,40909567772304e+00";NA;NA;"6,42419394494228e-01";NA;"4,32998972501704e-01";NA;NA;NA
"2021-11-18";"bereinigte_bezugsgrosse";NA;NA;"2,40600000000000e+04";NA;"2,40600000000000e+04";NA;"1,50900000000000e+04";NA;NA;"1,00322130000000e+07";NA;"8,93147300000000e+06";NA;NA;"8,82601000000000e+05";NA;"7,86376000000000e+05";NA;NA;NA
"2021-11-11";"bl_bw";"2021-11-12";"0";NA;"0";"0,00000000000000e+00";"10";"2,25275963054742e-01";"4439";"3733";"2,54425004941284e-01";"3164";"2,15644445656100e-01";"1467230";"295";"2,14146752228578e-01";"209";"1,51717529544993e-01";"137756";"0,254425004941283950";"0,21414675222857807"
"2021-11-11";"bl_by";"2021-11-13";"5";"8,52369587453120e-02";"93";"1,58540743266280e+00";NA;NA;"5866";"14597";"9,18346033439699e-01";"18247";"1,14797972680511e+00";"1589488";"1177";"7,19609197791650e-01";"375";"2,29272259279413e-01";"163561";"0,918346033439698894";"0,71960919779164956"
"2021-11-11";"bl_be";"2021-11-13";"0";"0,00000000000000e+00";"82";"1,00122100122100e+01";"82";"1,00122100122100e+01";"819";"2954";"6,78240065757602e-01";"4943";"1,13491558735268e+00";"435539";"322";"6,63917525773196e-01";"175";"3,60824742268041e-01";"48500";"0,678240065757601540";"0,66391752577319585"
"2021-11-11";"bl_bb";"2021-11-13";"4";"4,33369447453955e-01";"99";"1,07258938244854e+01";"99";"1,07258938244854e+01";"923";"2901";"9,74470943903258e-01";"8358";"2,80752435337588e+00";"297700";"241";"9,64000000000000e-01";"132";"5,28000000000000e-01";"25000";"0,974470943903258391";"0,96399999999999997"
"2021-11-11";"bl_hb";"2021-11-13";"0";"0,00000000000000e+00";"1";"5,55555555555556e-01";"1";"5,55555555555556e-01";"180";"128";"1,50104369444379e-01";"119";"1,39550155967821e-01";"85274";"4";"3,81170192490947e-02";"17";"1,61997331808653e-01";"10494";"0,150104369444379299";"0,03811701924909472"
"2021-11-11";"bl_hh";"2021-11-13";"0";"0,00000000000000e+00";"18";"3,80549682875264e+00";"18";"3,80549682875264e+00";"473";"610";"2,37154764866882e-01";"1151";"4,47483826822593e-01";"257216";"39";"1,76574455562095e-01";"1";"4,52755014261783e-03";"22087";"0,237154764866882306";"0,17657445556209533"
"2021-11-11";"bl_he";"2021-11-13";"0";"0,00000000000000e+00";"92";"5,09413067552602e+00";"92";"5,09413067552602e+00";"1806";"242";"3,17793827971110e-02";"1822";"2,39264609323703e-01";"761500";"11";"1,80384054049622e-02";"131";"2,14821009822732e-01";"60981";"0,031779382797110969";"0,01803840540496220"
"2021-11-11";"bl_mv";"2021-11-10";"0";"0,00000000000000e+00";"7";"1,38888888888889e+00";"7";"1,38888888888889e+00";"504";"299";"1,82762836185819e-01";"686";"4,19315403422983e-01";"163600";"16";"1,20300751879699e-01";"8";"6,01503759398496e-02";"13300";"0,182762836185819066";"0,12030075187969924"
"2021-11-11";"bl_ni";"2021-11-13";"4";"1,24262193227710e-01";"1";"3,10655483069276e-02";NA;NA;"3219";"1095";"9,94785326235078e-02";NA;NA;"1100740";"94";"9,76877110937906e-02";NA;NA;"96225";"0,099478532623507823";"0,09768771109379060"
"2021-11-11";"bl_nw";"2021-11-12";"0";"0,00000000000000e+00";"72";"1,69451635678983e+00";"0";"0,00000000000000e+00";"4249";"7662";"3,92981721887728e-01";"17487";"8,96903076305233e-01";"1949709";"487";"3,41131969739423e-01";"374";"2,61978145138694e-01";"142760";"0,392981721887727842";"0,34113196973942284"
"2021-11-11";"bl_rp";"2021-11-13";"0";"0,00000000000000e+00";"56";"3,52201257861635e+00";"56";"3,52201257861635e+00";"1590";"2507";"4,81456160027040e-01";"18279";"3,51038577947119e+00";"520712";"216";"4,28435417327832e-01";"361";"7,16042526182164e-01";"50416";"0,481456160027039892";"0,42843541732783247"
"2021-11-11";"bl_sl";"2021-11-13";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"302";"239";"2,04025883116218e-01";"439";"3,74758839698827e-01";"117142";"22";"2,26617222908941e-01";"26";"2,67820354346930e-01";"9708";"0,204025883116217915";"0,22661722290894110"
"2021-11-11";"bl_sn";"2021-11-13";"12";"8,71459694989107e-01";"15";"1,08932461873638e+00";"12";"8,71459694989107e-01";"1377";"6085";"1,47351903466947e+00";"8021";"1,94233297897844e+00";"412957";"433";"1,40515982476067e+00";"164";"5,32208340094110e-01";"30815";"1,473519034669469319";"1,40515982476066847"
"2021-11-11";"bl_st";"2021-11-13";"0";"0,00000000000000e+00";"30";"4,36681222707424e+00";"30";"4,36681222707424e+00";"687";"1636";"8,58459181210448e-01";"2687";"1,40995099016655e+00";"190574";"168";"1,14911080711354e+00";"56";"3,83036935704514e-01";"14620";"0,858459181210448508";"1,14911080711354296"
"2021-11-11";"bl_sh";"2021-11-13";"1";"1,11856823266219e-01";"1";"1,11856823266219e-01";"1";"1,11856823266219e-01";"894";"468";"1,23441485307034e-01";"553";"1,45861413193996e-01";"379127";"25";"8,07337079377382e-02";"22";"7,10456629852096e-02";"30966";"0,123441485307034318";"0,08073370793773817"
"2021-11-11";"bl_th";"2021-11-13";"0";"0,00000000000000e+00";"41";"3,84254920337395e+00";"41";"3,84254920337395e+00";"1067";"372";"1,48811904952396e-01";"768";"3,07224577966237e-01";"249980";"57";"2,72284322155345e-01";"67";"3,20053501480845e-01";"20934";"0,148811904952396185";"0,27228432215534537"
"2021-11-11";"bereinigter_anteil";NA;NA;"1,08532309233595e-01";NA;"2,53798630823176e+00";NA;"2,98120974702875e+00";NA;NA;"4,56261509759795e-01";NA;"9,76869359211368e-01";NA;NA;"4,10762501380786e-01";NA;"2,70879321855280e-01";NA;NA;NA
"2021-11-11";"bereinigte_bezugsgrosse";NA;NA;"2,39560000000000e+04";NA;"2,39560000000000e+04";NA;"1,50610000000000e+04";NA;NA;"9,97848800000000e+06";NA;"8,87774800000000e+06";NA;NA;"8,78123000000000e+05";NA;"7,81898000000000e+05";NA;NA;NA
"2021-11-04";"bl_bw";"2021-11-06";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-11-04";"bl_by";"2021-11-06";"4";"6,84345594525235e-02";"243";"4,15739948674080e+00";NA;NA;"5845";"10007";"6,30828719947854e-01";"16721";"1,05407085302769e+00";"1586326";"651";"3,99941022522024e-01";"176";"1,08125376288596e-01";"162774";"0,630828719947854277";"0,39994102252202435"
"2021-11-04";"bl_be";"2021-11-06";"0";"0,00000000000000e+00";"32";"3,90720390720391e+00";"32";"3,90720390720391e+00";"819";"1323";"3,03761546038357e-01";"2724";"6,25431936060835e-01";"435539";"142";"2,92783505154639e-01";"77";"1,58762886597938e-01";"48500";"0,303761546038357089";"0,29278350515463919"
"2021-11-04";"bl_bb";"2021-11-06";"2";"2,16684723726977e-01";"61";"6,60888407367281e+00";"61";"6,60888407367281e+00";"923";"1267";"4,25596237823312e-01";"4164";"1,39872354719516e+00";"297700";"124";"4,96000000000000e-01";"91";"3,64000000000000e-01";"25000";"0,425596237823312018";"0,49600000000000000"
"2021-11-04";"bl_hb";"2021-11-06";"0";"0,00000000000000e+00";"1";"5,55555555555556e-01";"1";"5,55555555555556e-01";"180";"67";"7,85527534498728e-02";"121";"1,41863927872158e-01";"85293";"0";"0,00000000000000e+00";"20";"1,90530627798419e-01";"10497";"0,078552753449872795";"0,00000000000000000"
"2021-11-04";"bl_hh";"2021-11-06";"0";"0,00000000000000e+00";"5";"1,05708245243129e+00";"5";"1,05708245243129e+00";"473";"469";"1,82337024135357e-01";"654";"2,54261010201543e-01";"257216";"27";"1,22243853850681e-01";"0";"0,00000000000000e+00";"22087";"0,182337024135357045";"0,12224385385068140"
"2021-11-04";"bl_he";"2021-11-06";"0";"0,00000000000000e+00";"92";"5,09413067552602e+00";"92";"5,09413067552602e+00";"1806";"159";"2,08798424162836e-02";"1233";"1,61917268548917e-01";"761500";"9";"1,47586953313327e-02";"86";"1,41027533166068e-01";"60981";"0,020879842416283649";"0,01475869533133271"
"2021-11-04";"bl_mv";"2021-11-03";"0";"0,00000000000000e+00";"9";"1,78571428571429e+00";"9";"1,78571428571429e+00";"504";"181";"1,10635696821516e-01";"637";"3,89364303178484e-01";"163600";"13";"9,77443609022556e-02";"5";"3,75939849624060e-02";"13300";"0,110635696821515889";"0,09774436090225565"
"2021-11-04";"bl_ni";"2021-11-06";"3";"9,31966449207828e-02";"1";"3,10655483069276e-02";"0";"0,00000000000000e+00";"3219";"453";"4,11541326743827e-02";NA;NA;"1100740";"54";"5,61184723304754e-02";NA;NA;"96225";"0,041154132674382692";"0,05611847233047545"
"2021-11-04";"bl_nw";"2021-11-05";"0";"0,00000000000000e+00";"57";"1,34117647058824e+00";"0";"0,00000000000000e+00";"4250";"5034";"2,57563036173946e-01";"16402";"8,39203202090794e-01";"1954473";"328";"2,30168977712906e-01";"285";"1,99994386122495e-01";"142504";"0,257563036173945603";"0,23016897771290629"
"2021-11-04";"bl_rp";"2021-11-06";"0";"0,00000000000000e+00";"24";"1,50943396226415e+00";"24";"1,50943396226415e+00";"1590";"1524";"2,92676181843322e-01";"7046";"1,35314722917851e+00";"520712";"129";"2,55871152015233e-01";"193";"3,82814979371628e-01";"50416";"0,292676181843322225";"0,25587115201523325"
"2021-11-04";"bl_sl";"2021-11-06";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"0";"0,00000000000000e+00";"302";"65";"5,54882108893480e-02";"86";"7,34151713305219e-02";"117142";"7";"7,21054800164812e-02";"9";"9,27070457354759e-02";"9708";"0,055488210889347966";"0,07210548001648125"
"2021-11-04";"bl_sn";"2021-11-06";NA;NA;NA;NA;NA;NA;"1377";"1506";"3,64686880232082e-01";"2189";"5,30079402940258e-01";"412957";"156";"5,06246957650495e-01";"44";"1,42787603439883e-01";"30815";"0,364686880232082289";"0,50624695765049488"
"2021-11-04";"bl_st";"2021-11-06";"0";"0,00000000000000e+00";"18";"2,42261103633917e+00";"18";"2,42261103633917e+00";"743";"786";"3,74833685435375e-01";"1688";"8,04986337169100e-01";"209693";"90";"5,63450823264258e-01";"37";"2,31640894008640e-01";"15973";"0,374833685435374597";"0,56345082326425844"
"2021-11-04";"bl_sh";"2021-11-06";"0";"0,00000000000000e+00";"2";"2,23713646532438e-01";"2";"2,23713646532438e-01";"894";"345";"9,09985308353138e-02";"350";"9,23173501227821e-02";"379127";"18";"5,81282697151715e-02";"9";"2,90641348575857e-02";"30966";"0,090998530835313757";"0,05812826971517147"
"2021-11-04";"bl_th";"2021-11-06";"0";"0,00000000000000e+00";"28";"2,62417994376757e+00";"28";"2,62417994376757e+00";"1067";"104";"4,16033282662613e-02";"349";"1,39611168893511e-01";"249980";"22";"1,05092194516098e-01";"41";"1,95853635234547e-01";"20934";"0,041603328266261300";"0,10509219451609821"
"2021-11-04";"bereinigter_anteil";NA;NA;"3,75125041680560e-02";NA;"2,38829609869957e+00";NA;"1,95725696193423e+00";NA;NA;"2,72972403415941e-01";NA;"7,31558505975704e-01";NA;NA;"2,38969595506832e-01";NA;"1,66497272889496e-01";NA;NA;NA
"2021-11-04";"bereinigte_bezugsgrosse";NA;NA;"2,39920000000000e+04";NA;"2,39920000000000e+04";NA;"1,38970000000000e+04";NA;NA;"8,53199800000000e+06";NA;"7,43125800000000e+06";NA;NA;"7,40680000000000e+05";NA;"6,44455000000000e+05";NA;NA;NA
"2021-10-28";"bl_bw";"2021-10-29";"0";NA;"0";"0,00000000000000e+00";"27";"6,08245100247804e-01";"4439";"2731";"1,86133053440837e-01";"2303";"1,56962439426675e-01";"1467230";"170";"1,23406602979181e-01";"109";"7,91254101454746e-02";"137756";"0,186133053440837498";"0,12340660297918057"
"2021-10-28";"bl_by";"2021-10-30";"4";"6,85988681186760e-02";"218";"3,73863831246784e+00";NA;NA;"5831";"9356";"5,89194366757749e-01";"14966";"9,42484276709756e-01";"1587931";"583";"3,58910586323229e-01";"184";"1,13275382304415e-01";"162436";"0,589194366757749499";"0,35891058632322886"
"2021-10-28";"bl_be";"2021-10-30";"0";"0,00000000000000e+00";"7";"8,54700854700855e-01";"7";"8,54700854700855e-01";"819";"391";"8,97738204845031e-02";"737";"1,69215615593552e-01";"435539";"51";"1,05154639175258e-01";"36";"7,42268041237113e-02";"48500";"0,089773820484503108";"0,10515463917525775"
"2021-10-28";"bl_bb";"2021-10-30";"0";"0,00000000000000e+00";"14";"1,51679306608884e+00";"14";"1,51679306608884e+00";"923";"557";"1,87101108498488e-01";"1403";"4,71279811891166e-01";"297700";"56";"2,24000000000000e-01";"41";"1,64000000000000e-01";"25000";"0,187101108498488405";"0,22399999999999998"
"2021-10-28";"bl_hb";"2021-10-30";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-10-28";"bl_hh";"2021-10-30";"0";"0,00000000000000e+00";"3";"6,34249471458774e-01";"3";"6,34249471458774e-01";"473";"420";"1,63286887285394e-01";"415";"1,61342995770092e-01";"257216";"16";"7,24408022818853e-02";"0";"0,00000000000000e+00";"22087";"0,163286887285394394";"0,07244080228188528"
"2021-10-28";"bl_he";"2021-10-30";"0";"0,00000000000000e+00";"27";"1,49501661129568e+00";"27";"1,49501661129568e+00";"1806";"134";"1,75968483256730e-02";"324";"4,25476034143139e-02";"761500";"6";"9,83913022088847e-03";"38";"6,23144913989603e-02";"60981";"0,017596848325673015";"0,00983913022088847"
"2021-10-28";"bl_mv";"2021-10-27";"0";"0,00000000000000e+00";"11";"2,18253968253968e+00";"11";"2,18253968253968e+00";"504";"187";"1,14303178484108e-01";"291";"1,77872860635697e-01";"163600";"10";"7,51879699248120e-02";"9";"6,76691729323308e-02";"13300";"0,114303178484107593";"0,07518796992481204"
"2021-10-28";"bl_ni";"2021-10-30";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-10-28";"bl_nw";"2021-10-29";"0";"0,00000000000000e+00";"47";"1,12440191387560e+00";"0";"0,00000000000000e+00";"4180";"3195";"1,66188041639077e-01";"9572";"4,97887929442643e-01";"1922521";"226";"1,60733971053661e-01";"219";"1,55755485224565e-01";"140605";"0,166188041639077022";"0,16073397105366097"
"2021-10-28";"bl_rp";"2021-10-30";"0";"0,00000000000000e+00";"1";"6,28930817610063e-02";"1";"6,28930817610063e-02";"1590";"985";"1,89164067661202e-01";"3034";"5,82663737344252e-01";"520712";"86";"1,70580768010156e-01";"100";"1,98349730244367e-01";"50416";"0,189164067661202362";"0,17058076801015551"
"2021-10-28";"bl_sl";"2021-10-30";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
"2021-10-28";"bl_sn";"2021-10-30";"0";NA;"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";"0";NA;"0";NA;"0";NA;NA
